sim_num,interval_range,taylor_n,L_num_real_solutions,A_num_real_solutions,sampled_parameters,pred_parameters,L_all_real_solutions,A_all_real_solutions,offmul
1,0.1,5,1,1,"(b = 6.428608918318302, c_el = 0.012592556027216527, c_ea = 0.011365414322885, c_pa = 0.21812283491679696, mu_l = 0.005152545007308289, mu_a = 0.0070290260827466184)","(b = 6.428608916421168, c_ea = 0.011365414319914757, c_el = 0.012592556027183548, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.428608916421168, 0.011365414319914757, 0.012592556027183548]]","[[0.03543446466493839, -0.07620870993306932]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
2,0.1,1,1,1,"(b = 6.747884325256868, c_el = 0.011771091597960784, c_ea = 0.01255493576125022, c_pa = 0.18723416309006102, mu_l = 0.004431882006826326, mu_a = 0.007901528531846532)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.154699043685108, 0.009756721024541191, 0.011596352179552486]]","[[0.022135320358455845, -0.05031527254147371]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
2,0.1,2,2,0,"(b = 6.747884325256868, c_el = 0.011771091597960784, c_ea = 0.01255493576125022, c_pa = 0.18723416309006102, mu_l = 0.004431882006826326, mu_a = 0.007901528531846532)","(b = 6.834878398909269, c_ea = 0.01268993846024422, c_el = 0.011768311614689561, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.834878398909269, 0.01268993846024422, 0.011768311614689561], [10.326947400343663, 0.017477840471613885, 0.011559860750411377]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
2,0.1,3,1,1,"(b = 6.747884325256868, c_el = 0.011771091597960784, c_ea = 0.01255493576125022, c_pa = 0.18723416309006102, mu_l = 0.004431882006826326, mu_a = 0.007901528531846532)","(b = 6.745687186428904, c_ea = 0.012551511633004041, c_el = 0.011771158065576147, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.745687186428904, 0.012551511633004041, 0.011771158065576147]]","[[0.028819933708925955, -0.07362605031717562]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
2,0.1,4,2,0,"(b = 6.747884325256868, c_el = 0.011771091597960784, c_ea = 0.01255493576125022, c_pa = 0.18723416309006102, mu_l = 0.004431882006826326, mu_a = 0.007901528531846532)","(b = 6.747941030441473, c_ea = 0.01255502422563084, c_el = 0.011771089821078388, mu_l = missing, c_pa = missing, mu_a = missing)","[[21.098267741497168, 0.025578481180874045, 0.01128428832981312], [6.747941030441473, 0.01255502422563084, 0.011771089821078388]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
2,0.1,5,1,1,"(b = 6.747884325256868, c_el = 0.011771091597960784, c_ea = 0.01255493576125022, c_pa = 0.18723416309006102, mu_l = 0.004431882006826326, mu_a = 0.007901528531846532)","(b = 6.747883074765254, c_ea = 0.012554933811151954, c_el = 0.011771091636702312, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.747883074765254, 0.012554933811151954, 0.011771091636702312]]","[[0.03548915487412165, -0.07608900220015072]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
3,0.1,1,1,1,"(b = 6.135430236405826, c_el = 0.011422169557396476, c_ea = 0.012588712425500852, c_pa = 0.22146027571782653, mu_l = 0.0043204417737413535, mu_a = 0.007848860596831226)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[2.3476111907138906, -0.0015936184261116158, 0.009736556333612506]]","[[0.02213547179751579, -0.05036868039969173]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
3,0.1,2,2,0,"(b = 6.135430236405826, c_el = 0.011422169557396476, c_ea = 0.012588712425500852, c_pa = 0.22146027571782653, mu_l = 0.0043204417737413535, mu_a = 0.007848860596831226)","(b = 6.101484771081558, c_ea = 0.01253672464147759, c_el = 0.01141936708871448, mu_l = missing, c_pa = missing, mu_a = missing)","[[7.87882815792478, 0.015254062187359136, 0.011357814712517043], [6.101484771081558, 0.01253672464147759, 0.01141936708871448]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
3,0.1,3,1,1,"(b = 6.135430236405826, c_el = 0.011422169557396476, c_ea = 0.012588712425500852, c_pa = 0.22146027571782653, mu_l = 0.0043204417737413535, mu_a = 0.007848860596831226)","(b = 6.130098891344942, c_ea = 0.012579813860081019, c_el = 0.011422211917683785, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.130098891344942, 0.012579813860081019, 0.011422211917683785]]","[[0.02881972406058066, -0.07367643390006196]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
3,0.1,4,2,0,"(b = 6.135430236405826, c_el = 0.011422169557396476, c_ea = 0.012588712425500852, c_pa = 0.22146027571782653, mu_l = 0.0043204417737413535, mu_a = 0.007848860596831226)","(b = 6.1354236246916, c_ea = 0.01258870538409411, c_el = 0.011422167087047267, mu_l = missing, c_pa = missing, mu_a = missing)","[[18.20581271711173, 0.024532324280052746, 0.011062737916888315], [6.1354236246916, 0.01258870538409411, 0.011422167087047267]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
3,0.1,5,1,1,"(b = 6.135430236405826, c_el = 0.011422169557396476, c_ea = 0.012588712425500852, c_pa = 0.22146027571782653, mu_l = 0.0043204417737413535, mu_a = 0.007848860596831226)","(b = 6.135427298865994, c_ea = 0.012588707519065202, c_el = 0.011422169584296234, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.135427298865994, 0.012588707519065202, 0.011422169584296234]]","[[0.03548844818696432, -0.07613190877685953]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
4,0.1,1,1,1,"(b = 6.041605020905663, c_el = 0.01184237955691347, c_ea = 0.011287236589729643, c_pa = 0.22484269544959437, mu_l = 0.004855172998895017, mu_a = 0.0071258447989020895)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[4.576254004629222, 0.008107641118587087, 0.011575100915948204]]","[[0.02211234696909366, -0.05097865494409163]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
4,0.1,2,2,0,"(b = 6.041605020905663, c_el = 0.01184237955691347, c_ea = 0.011287236589729643, c_pa = 0.22484269544959437, mu_l = 0.004855172998895017, mu_a = 0.0071258447989020895)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.924067589494077, 0.011089615630544933, 0.011839852460820328], [10.990320400524567, 0.018257257693542715, 0.011546291864147108]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
4,0.1,3,1,1,"(b = 6.041605020905663, c_el = 0.01184237955691347, c_ea = 0.011287236589729643, c_pa = 0.22484269544959437, mu_l = 0.004855172998895017, mu_a = 0.0071258447989020895)","(b = 6.036892733824783, c_ea = 0.011279383922321274, c_el = 0.011842319673331199, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.036892733824783, 0.011279383922321274, 0.011842319673331199]]","[[0.028787967405478912, -0.0740539407928028]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
4,0.1,4,2,0,"(b = 6.041605020905663, c_el = 0.01184237955691347, c_ea = 0.011287236589729643, c_pa = 0.22484269544959437, mu_l = 0.004855172998895017, mu_a = 0.0071258447989020895)","(b = 6.041444391599046, c_ea = 0.011286968976147683, c_el = 0.011842377888597757, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.041444391599046, 0.011286968976147683, 0.011842377888597757], [21.60916615034149, 0.025817314548287087, 0.011320507035001367]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
4,0.1,5,1,1,"(b = 6.041605020905663, c_el = 0.01184237955691347, c_ea = 0.011287236589729643, c_pa = 0.22484269544959437, mu_l = 0.004855172998895017, mu_a = 0.0071258447989020895)","(b = 6.041600630458197, c_ea = 0.011287229274655131, c_el = 0.011842379516637835, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.041600630458197, 0.011287229274655131, 0.011842379516637835]]","[[0.03544416138930755, -0.07624497930900233]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
5,0.1,1,1,1,"(b = 6.75318494155736, c_el = 0.010963378819886016, c_ea = 0.01253842069999354, c_pa = 0.19572800494583725, mu_l = 0.005148564402810065, mu_a = 0.007883270530359612)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[-1.4637374859421686, 0.061666119198068005, 0.019907447394995805]]","[[0.02212614738385564, -0.05028869001979402]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
5,0.1,2,2,0,"(b = 6.75318494155736, c_el = 0.010963378819886016, c_ea = 0.01253842069999354, c_pa = 0.19572800494583725, mu_l = 0.005148564402810065, mu_a = 0.007883270530359612)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.223663445774968, 0.009952877977488053, 0.01090629281148957], [8.481647688557379, 0.01493937485333, 0.010914555013522604]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
5,0.1,3,1,1,"(b = 6.75318494155736, c_el = 0.010963378819886016, c_ea = 0.01253842069999354, c_pa = 0.19572800494583725, mu_l = 0.005148564402810065, mu_a = 0.007883270530359612)","(b = 6.710462412200947, c_ea = 0.012474426078137096, c_el = 0.010963034331122036, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.710462412200947, 0.012474426078137096, 0.010963034331122036]]","[[0.028809287559907953, -0.07352837509263459]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
5,0.1,4,2,0,"(b = 6.75318494155736, c_el = 0.010963378819886016, c_ea = 0.01253842069999354, c_pa = 0.19572800494583725, mu_l = 0.005148564402810065, mu_a = 0.007883270530359612)","(b = 6.751232149403437, c_ea = 0.012535509845142467, c_el = 0.010963361544248585, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.751232149403437, 0.012535509845142467, 0.010963361544248585], [19.77943345228736, 0.024189726771712425, 0.010628608028355142]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
5,0.1,5,1,1,"(b = 6.75318494155736, c_el = 0.010963378819886016, c_ea = 0.01253842069999354, c_pa = 0.19572800494583725, mu_l = 0.005148564402810065, mu_a = 0.007883270530359612)","(b = 6.7531013189733615, c_ea = 0.012538295926613732, c_el = 0.010963378192124625, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.7531013189733615, 0.012538295926613732, 0.010963378192124625]]","[[0.035476236810844115, -0.07592897074743936]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
6,0.1,1,1,1,"(b = 6.780624960220397, c_el = 0.01097253075194052, c_ea = 0.012199345049590088, c_pa = 0.1879312798754768, mu_l = 0.005011749120874253, mu_a = 0.007911885039598826)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[-1.2362819532366291, 0.07093818523457943, 0.021557664319498952]]","[[0.02212847549188997, -0.05027145620283052]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
6,0.1,2,2,0,"(b = 6.780624960220397, c_el = 0.01097253075194052, c_ea = 0.012199345049590088, c_pa = 0.1879312798754768, mu_l = 0.005011749120874253, mu_a = 0.007911885039598826)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.2218207988286505, 0.009566897540916618, 0.010902976953835247], [9.254204518001751, 0.015500498461025015, 0.010896128923575343]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
6,0.1,3,1,1,"(b = 6.780624960220397, c_el = 0.01097253075194052, c_ea = 0.012199345049590088, c_pa = 0.1879312798754768, mu_l = 0.005011749120874253, mu_a = 0.007911885039598826)","(b = 6.719029664539185, c_ea = 0.012107431828932133, c_el = 0.010971890288985313, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.719029664539185, 0.012107431828932133, 0.010971890288985313]]","[[0.028812163859152657, -0.07353107255683991]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
6,0.1,4,2,0,"(b = 6.780624960220397, c_el = 0.01097253075194052, c_ea = 0.012199345049590088, c_pa = 0.1879312798754768, mu_l = 0.005011749120874253, mu_a = 0.007911885039598826)","(b = 6.777241506452821, c_ea = 0.0121943183693835, c_el = 0.010972500675745973, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.777241506452821, 0.0121943183693835, 0.010972500675745973], [20.88872851755604, 0.02446499059927783, 0.010597976122443424]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
6,0.1,5,1,1,"(b = 6.780624960220397, c_el = 0.01097253075194052, c_ea = 0.012199345049590088, c_pa = 0.1879312798754768, mu_l = 0.005011749120874253, mu_a = 0.007911885039598826)","(b = 6.780461880911027, c_ea = 0.012199102787452277, c_el = 0.010972529431026761, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.780461880911027, 0.012199102787452277, 0.010972529431026761]]","[[0.03547993114472042, -0.07595131384032049]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
7,0.1,1,1,1,"(b = 6.788869252993766, c_el = 0.012221951906317599, c_ea = 0.011988727854103301, c_pa = 0.18605551765596073, mu_l = 0.0049034500917042685, mu_a = 0.006909920210461183)","(b = 6.551808189701132, c_ea = 0.011620911727426776, c_el = 0.012225910751707059, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.551808189701132, 0.011620911727426776, 0.012225910751707059]]","[[0.022106806663574168, -0.05116749722782606]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
7,0.1,2,2,0,"(b = 6.788869252993766, c_el = 0.012221951906317599, c_ea = 0.011988727854103301, c_pa = 0.18605551765596073, mu_l = 0.0049034500917042685, mu_a = 0.006909920210461183)","(b = 6.800262582806947, c_ea = 0.01200660823911658, c_el = 0.012221509350993436, mu_l = missing, c_pa = missing, mu_a = missing)","[[12.270373188782694, 0.01979918552611528, 0.011831883904286031], [6.800262582806947, 0.01200660823911658, 0.012221509350993436]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
7,0.1,3,1,1,"(b = 6.788869252993766, c_el = 0.012221951906317599, c_ea = 0.011988727854103301, c_pa = 0.18605551765596073, mu_l = 0.0049034500917042685, mu_a = 0.006909920210461183)","(b = 6.788620818708343, c_ea = 0.01198834084322664, c_el = 0.012221960325315102, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.788620818708343, 0.01198834084322664, 0.012221960325315102]]","[[0.02878005242554328, -0.07418389419846805]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
7,0.1,4,2,0,"(b = 6.788869252993766, c_el = 0.012221951906317599, c_ea = 0.011988727854103301, c_pa = 0.18605551765596073, mu_l = 0.0049034500917042685, mu_a = 0.006909920210461183)","(b = 6.788873423944255, c_ea = 0.011988734335963728, c_el = 0.012221951771109605, mu_l = missing, c_pa = missing, mu_a = missing)","[[23.09619720018436, 0.026732403810301328, 0.011658976083323187], [6.788873423944255, 0.011988734335963728, 0.012221951771109605]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
7,0.1,5,1,1,"(b = 6.788869252993766, c_el = 0.012221951906317599, c_ea = 0.011988727854103301, c_pa = 0.18605551765596073, mu_l = 0.0049034500917042685, mu_a = 0.006909920210461183)","(b = 6.788869196494369, c_ea = 0.011988727766387234, c_el = 0.012221951908113904, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.788869196494369, 0.011988727766387234, 0.012221951908113904]]","[[0.035432826668694864, -0.07630535093846849]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
8,0.1,1,1,1,"(b = 6.205451725696934, c_el = 0.011753358822068403, c_ea = 0.012562776741538004, c_pa = 0.21770887006045367, mu_l = 0.004911517459502543, mu_a = 0.007643963171029387)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[4.434019646496249, 0.008973468802608136, 0.011510748554296776]]","[[0.022123547620093238, -0.050515288796470964]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
8,0.1,2,2,0,"(b = 6.205451725696934, c_el = 0.011753358822068403, c_ea = 0.012562776741538004, c_pa = 0.21770887006045367, mu_l = 0.004911517459502543, mu_a = 0.007643963171029387)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[9.129012731393054, 0.016916148750675104, 0.011592783272989115], [6.317208720375965, 0.012749352619929523, 0.01175011019951937]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
8,0.1,3,1,1,"(b = 6.205451725696934, c_el = 0.011753358822068403, c_ea = 0.012562776741538004, c_pa = 0.21770887006045367, mu_l = 0.004911517459502543, mu_a = 0.007643963171029387)","(b = 6.202855747131604, c_ea = 0.012558413968440499, c_el = 0.011753429455389791, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.202855747131604, 0.012558413968440499, 0.011753429455389791]]","[[0.02880456715502098, -0.0737163116254867]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
8,0.1,4,2,0,"(b = 6.205451725696934, c_el = 0.011753358822068403, c_ea = 0.012562776741538004, c_pa = 0.21770887006045367, mu_l = 0.004911517459502543, mu_a = 0.007643963171029387)","(b = 6.205519435453991, c_ea = 0.012562890628181911, c_el = 0.01175335690560896, mu_l = missing, c_pa = missing, mu_a = missing)","[[19.10284993076132, 0.025226004961350964, 0.011329419621744406], [6.205519435453991, 0.012562890628181911, 0.01175335690560896]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
8,0.1,5,1,1,"(b = 6.205451725696934, c_el = 0.011753358822068403, c_ea = 0.012562776741538004, c_pa = 0.21770887006045367, mu_l = 0.004911517459502543, mu_a = 0.007643963171029387)","(b = 6.205450216465821, c_ea = 0.012562774203973219, c_el = 0.011753358864198225, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.205450216465821, 0.012562774203973219, 0.011753358864198225]]","[[0.03546851268981321, -0.07606181395508553]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
9,0.1,1,1,1,"(b = 6.990696415404401, c_el = 0.011015864045256523, c_ea = 0.01096404877165425, c_pa = 0.2204937841839882, mu_l = 0.005024345194353827, mu_a = 0.006994154579305197)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[-0.5939931325628048, 0.14160456294800025, 0.0338985301989021]]","[[0.022107262787309238, -0.05108549212929021]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
9,0.1,2,2,0,"(b = 6.990696415404401, c_el = 0.011015864045256523, c_ea = 0.01096404877165425, c_pa = 0.2204937841839882, mu_l = 0.005024345194353827, mu_a = 0.006994154579305197)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.3993633559798635, 0.008342362481463216, 0.010901589815547045], [12.30370316869443, 0.017157367790434697, 0.010803941672063411]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
9,0.1,3,1,1,"(b = 6.990696415404401, c_el = 0.011015864045256523, c_ea = 0.01096404877165425, c_pa = 0.2204937841839882, mu_l = 0.005024345194353827, mu_a = 0.006994154579305197)","(b = 6.836493115785747, c_ea = 0.010739878445748533, c_el = 0.011012790357925024, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.836493115785747, 0.010739878445748533, 0.011012790357925024]]","[[0.028781186670175388, -0.07411197597194746]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
9,0.1,4,2,0,"(b = 6.990696415404401, c_el = 0.011015864045256523, c_ea = 0.01096404877165425, c_pa = 0.2204937841839882, mu_l = 0.005024345194353827, mu_a = 0.006994154579305197)","(b = 6.9774304182949045, c_ea = 0.010944947541549817, c_el = 0.011015682113996214, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.9774304182949045, 0.010944947541549817, 0.011015682113996214], [25.629566841569762, 0.025432250815616862, 0.01047274991330663]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
9,0.1,5,1,1,"(b = 6.990696415404401, c_el = 0.011015864045256523, c_ea = 0.01096404877165425, c_pa = 0.2204937841839882, mu_l = 0.005024345194353827, mu_a = 0.006994154579305197)","(b = 6.989716761914673, c_ea = 0.010962639063797871, c_el = 0.011015853166998286, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.989716761914673, 0.010962639063797871, 0.011015853166998286]]","[[0.035434909898224905, -0.0762496886628947]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
10,0.1,1,1,1,"(b = 6.035372794793552, c_el = 0.011024023222200634, c_ea = 0.011054708162834485, c_pa = 0.22190478146854506, mu_l = 0.004724273891063134, mu_a = 0.008299629973277054)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[-1.2462175322816678, 0.07043879211951441, 0.02110311366300123]]","[[0.022140897813347216, -0.049944435051410475]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
10,0.1,2,2,0,"(b = 6.035372794793552, c_el = 0.011024023222200634, c_ea = 0.011054708162834485, c_pa = 0.22190478146854506, mu_l = 0.004724273891063134, mu_a = 0.008299629973277054)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[9.995566283683234, 0.01647655816189669, 0.010874740406346341], [4.465987445086864, 0.00798439373204897, 0.010899527459588007]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
10,0.1,3,1,1,"(b = 6.035372794793552, c_el = 0.011024023222200634, c_ea = 0.011054708162834485, c_pa = 0.22190478146854506, mu_l = 0.004724273891063134, mu_a = 0.008299629973277054)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.904066154240748, 0.010833229880337575, 0.011021455361583585]]","[[0.02882922638272606, -0.07332922684217484]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
10,0.1,4,2,0,"(b = 6.035372794793552, c_el = 0.011024023222200634, c_ea = 0.011054708162834485, c_pa = 0.22190478146854506, mu_l = 0.004724273891063134, mu_a = 0.008299629973277054)","(b = 6.0250537585666715, c_ea = 0.011037471417211987, c_el = 0.01102387716798769, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.0250537585666715, 0.011037471417211987, 0.01102387716798769], [21.29663307425453, 0.024873444140908862, 0.010579663945350145]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
10,0.1,5,1,1,"(b = 6.035372794793552, c_el = 0.011024023222200634, c_ea = 0.011054708162834485, c_pa = 0.22190478146854506, mu_l = 0.004724273891063134, mu_a = 0.008299629973277054)","(b = 6.034663961699542, c_ea = 0.011053524892690372, c_el = 0.01102401468431487, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.034663961699542, 0.011053524892690372, 0.01102401468431487]]","[[0.03550374390984141, -0.07589260645009553]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
1,0.2,1,1,1,"(b = 6.357863742819254, c_el = 0.013741963134680622, c_ea = 0.011539995106499801, c_pa = 0.21295542722783153, mu_l = 0.005391624710946235, mu_a = 0.008137729439819549)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[-2.0987936382575048, 0.04703656345295066, 0.006977566734143423]]","[[0.022941005427629065, -0.05386065806052192]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
1,0.2,2,0,0,"(b = 6.357863742819254, c_el = 0.013741963134680622, c_ea = 0.011539995106499801, c_pa = 0.21295542722783153, mu_l = 0.005391624710946235, mu_a = 0.008137729439819549)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)",Vector{Float64}[],Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
1,0.2,3,1,1,"(b = 6.357863742819254, c_el = 0.013741963134680622, c_ea = 0.011539995106499801, c_pa = 0.21295542722783153, mu_l = 0.005391624710946235, mu_a = 0.008137729439819549)","(b = 5.436400424001139, c_ea = 0.009962267060877803, c_el = 0.013728587400540893, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.436400424001139, 0.009962267060877803, 0.013728587400540893]]","[[0.029803325714470304, -0.08425300182389629]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
1,0.2,4,0,0,"(b = 6.357863742819254, c_el = 0.013741963134680622, c_ea = 0.011539995106499801, c_pa = 0.21295542722783153, mu_l = 0.005391624710946235, mu_a = 0.008137729439819549)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)",Vector{Float64}[],Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
1,0.2,5,1,1,"(b = 6.357863742819254, c_el = 0.013741963134680622, c_ea = 0.011539995106499801, c_pa = 0.21295542722783153, mu_l = 0.005391624710946235, mu_a = 0.008137729439819549)","(b = 6.304790319261143, c_ea = 0.011455521456106146, c_el = 0.013741327350511449, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.304790319261143, 0.011455521456106146, 0.013741327350511449]]","[[0.03675046319654936, -0.09436955915230806]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
2,0.2,1,1,1,"(b = 7.315941509686219, c_el = 0.010480361109779266, c_ea = 0.011944866558033477, c_pa = 0.1930378202549173, mu_l = 0.004703562297173629, mu_a = 0.007933969519615799)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[4.223817606073853, 0.005617657162996012, 0.009767296072405427]]","[[0.022945167450804653, -0.054084734656453984]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
2,0.2,2,2,0,"(b = 7.315941509686219, c_el = 0.010480361109779266, c_ea = 0.011944866558033477, c_pa = 0.1930378202549173, mu_l = 0.004703562297173629, mu_a = 0.007933969519615799)","(b = 7.389755328588665, c_ea = 0.01205517489138745, c_el = 0.010475988887077334, mu_l = missing, c_pa = missing, mu_a = missing)","[[10.195101632970626, 0.01565648575299301, 0.010333875424346392], [7.389755328588665, 0.01205517489138745, 0.010475988887077334]]",Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
2,0.2,3,1,1,"(b = 7.315941509686219, c_el = 0.010480361109779266, c_ea = 0.011944866558033477, c_pa = 0.1930378202549173, mu_l = 0.004703562297173629, mu_a = 0.007933969519615799)","(b = 7.311209568992757, c_ea = 0.011938068133984164, c_el = 0.010480478744233829, mu_l = missing, c_pa = missing, mu_a = missing)","[[7.311209568992757, 0.011938068133984164, 0.010480478744233829]]","[[0.029806729275118637, -0.08449686745336017]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
2,0.2,4,2,0,"(b = 7.315941509686219, c_el = 0.010480361109779266, c_ea = 0.011944866558033477, c_pa = 0.1930378202549173, mu_l = 0.004703562297173629, mu_a = 0.007933969519615799)","(b = 7.316024252995391, c_ea = 0.01194498931294611, c_el = 0.010480356991113287, mu_l = missing, c_pa = missing, mu_a = missing)","[[7.316024252995391, 0.01194498931294611, 0.010480356991113287], [22.11338958794481, 0.024506675820856333, 0.009972635058751485]]",Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
