interval_range,taylor_n,num_solutions,num_real_solutions,pred_parameters,sampled_parameters,sampled_u0
0.25,5,50,1,"Number[3.113759725103516, 0.003227092696225498, 0.008037430146580012, 0.004889941794217439, 0.0075917282180733864, 0.16883170163105393]","[6.40751907128622, 0.012158132219077784, 0.01077066578631451, 0.004890081261209668, 0.16883170163105402, 0.007591633564312321]","[217.9775517996015, 5.6497103215209235, 84.15411513183909]"
0.25,5,94,1,"Number[2.8075691319881897, 0.0038303472315145987, 0.0058748930147103735, 0.0036673021559902506, 0.006753947784024246, 0.21491209170359804]","[7.959070827889342, 0.014414789430598861, 0.013341837547267253, 0.003667369084685303, 0.21491209170359798, 0.006753905909727612]","[299.52780049970994, 5.841252001643511, 103.78526988954576]"
0.25,5,23,1,"Number[2.4979578145823256, 0.00470807525942111, 0.007406556236691584, 0.00552919097939356, 0.007197796652351294, 0.19753553771975507]","[6.382912777642335, 0.015074026278589742, 0.012497504822363269, 0.005530490270621281, 0.19753553771975507, 0.0071973201841193084]","[215.20468920554654, 5.911943029305938, 111.26838572638445]"
0.25,5,60,1,"Number[2.4544669932348104, -0.00012011795241017605, 0.007696203292661021, 0.003969571370909264, 0.008355721256853051, 0.24089784498655048]","[8.034418066533787, 0.01449260820027366, 0.009483852261258403, 0.003969772128075402, 0.24089784498655056, 0.008355673309064983]","[279.05616890949614, 4.562795171269273, 117.75708955687026]"
0.25,5,49,1,"Number[2.5361193956737704, 0.006359129315132081, 0.004800397606781291, 0.005770278626257453, 0.006977862177505838, 0.23441397084027937]","[5.995617202060849, 0.013530472124435864, 0.01387234815447192, 0.005771848511889197, 0.23441397084027937, 0.00697740814065925]","[304.5382070844201, 5.374004215489729, 109.77241537179194]"
0.25,5,89,1,"Number[2.8469826404168654, 0.0034184719837709694, 0.006491866889166607, 0.004294820995334789, 0.008906065823012956, 0.16001840825832253]","[5.770566591814186, 0.010474366361277581, 0.009204742481396522, 0.004295048845304719, 0.1600184082583226, 0.008905952683378992]","[258.4660777343607, 6.011793636684947, 108.71445944885248]"
0.25,5,46,1,"Number[2.5068021738655406, 0.005772459142011602, 0.004932998415147195, 0.004903261113963967, 0.008696312060038597, 0.24307755756576108]","[6.355805989455732, 0.014618029970945634, 0.013146017753546905, 0.004904196971435061, 0.24307755756576105, 0.008696184689169998]","[295.669398557651, 4.296921126856863, 122.21278506825988]"
0.25,5,61,1,"Number[3.751575707636341, 0.0029299477433070557, 0.0077706497135980835, 0.005438629378751388, 0.008939480532915853, 0.22503825406720848]","[8.202163708702294, 0.010039117637759722, 0.010941671647427471, 0.0054389201944201795, 0.22503825406720843, 0.00893929542918056]","[209.66748439124024, 5.869717621359461, 85.21665009749388]"
0.25,5,29,1,"Number[2.1744008244162054, 0.00574244396676523, 0.005658115245532488, 0.0041568603294445524, 0.008154042729581309, 0.1616144075576103]","[5.511998013137936, 0.013265163210509736, 0.0142588936678282, 0.004157001803644849, 0.16161440755761033, 0.008153988004839761]","[273.3441486849548, 5.01694220274859, 103.72628189481505]"
0.25,5,19,1,"Number[2.57345748649423, 0.005252134235256187, 0.005825843745777907, 0.004631327500172804, 0.0068948023313407875, 0.17270641866247385]","[5.8552584007287045, 0.011731030122378328, 0.012862231466202271, 0.004631566445562837, 0.17270641866247377, 0.006894725597917469]","[272.3980430605205, 4.589423374391994, 100.72391240314103]"
0.25,5,61,1,"Number[2.9126058957786958, 0.0017290374996937713, 0.0076239316545704625, 0.005332864874808033, 0.008938242291390133, 0.23029375753013662]","[6.979036724952171, 0.011330554772922299, 0.00908849422055649, 0.005333696791443649, 0.23029375753013662, 0.008938093734874437]","[241.00585176334405, 4.3331677512192694, 107.99897868310075]"
0.25,5,113,1,"Number[2.77544873444455, 0.0013495231521754687, 0.009472745520066389, 0.004353768167487117, 0.006217461771047004, 0.20298578924624017]","[7.255420973529846, 0.014970899261709553, 0.011467715253840651, 0.00435384291109362, 0.20298578924624017, 0.006217417172290843]","[205.53869823586055, 5.108969567882264, 86.1669545143582]"
0.25,5,84,1,"Number[2.9754356750121875, 0.004499883425108395, 0.005402525286256155, 0.00575685857924044, 0.006883595078892776, 0.22456920605854164]","[6.434398425844212, 0.012447060823096238, 0.010703859275882866, 0.00575898905700723, 0.22456920605854164, 0.006882949076456718]","[299.89809887056526, 5.844237736388164, 116.28395734730475]"
0.25,6,216,0,"Number[0.22318566506048088 + 0.8583719629248993im, -0.0016760837255959669 + 0.007535291065991571im, -0.0028248535890280937 + 0.014542164736023426im, 0.026948610820199607 - 1.5847438387946747e-71im, 0.00783958255758721 - 7.24454326306137e-71im, 0.15912139803234876 + 0.0im]","[4.982555106844569, 0.009841209449951297, 0.009646420647915026, 0.0042317701797582345, 0.1591213980323488, 0.009254826937337554]","[194.5602515307865, 4.02630973038362, 120.09628994529677]"
0.25,6,216,0,"Number[1.05043260803013 + 1.8757893577893259im, 0.005943130553073389 + 0.009369672118988178im, 0.008572511818000011 - 0.009481272035842219im, 0.015124053781598668 + 0.02122000543725617im, 0.0015501727392323997 - 0.0007317647387709657im, 0.21189251812750132 + 0.0im]","[5.101740352040241, 0.011850368690071665, 0.012436696158602708, 0.005273846448097985, 0.21189251812750137, 0.005789203019317209]","[199.76876792914652, 5.937571990248562, 123.94370932103446]"
0.25,6,216,0,"Number[2.9400262472428804 + 12.789646416145382im, 0.01839091452740829 + 0.011700956153521767im, -0.009022905522728013 - 0.01634019916971154im, 0.018390648462588102 - 0.02570485007518994im, 0.00423880467055815 + 0.000489612491517714im, 0.22147686574235267 + 0.0im]","[7.358187984914149, 0.011600544675539688, 0.011110886044394093, 0.0053948002710324855, 0.22147686574235267, 0.00753031385793109]","[300.5321379499858, 4.297652715941636, 103.67807721743421]"
0.25,6,216,0,"Number[3.6677844471903134 + 0.15756101561960892im, 0.026980270314095896 + 0.04098271452391549im, -0.014589007776440774 - 0.033875301591950985im, 0.022618737343760683 - 0.03137391621171922im, -0.010939048433444187 + 0.0019154613520739278im, 0.18204096681243626 + 0.0im]","[8.07232340540906, 0.01187703541216886, 0.009140985344306293, 0.003635434301403765, 0.18204096681243617, 0.005879136953467552]","[212.18432227009183, 5.908793289644658, 84.70838702449124]"
0.25,6,216,0,"Number[2.059650692632051 - 1.0654958824211156im, 0.0023856387020593367 - 0.00405764669628129im, 0.004938901272307035 - 0.007957615603501332im, 0.03278006568016216 + 1.8546030753437107e-68im, 0.00466873702106253 - 7.418412301374843e-68im, 0.16721636841793894 + 0.0im]","[5.020464299795569, 0.012741070623940132, 0.009342251008852514, 0.0036122138935972448, 0.16721636841793894, 0.008060658729352712]","[252.6554325683477, 4.00978091364361, 100.20071012939482]"
0.25,6,31,1,"Number[0.0054457869917364544, 0.1036660748811025, -0.06753751912640463, 0.03338873521953674, 0.005412974820736383, 0.2097712573856477]","[7.696193939499845, 0.013602802305202433, 0.010619176373719303, 0.005800583126318039, 0.20977125738564772, 0.008024012363692023]","[199.915627869578, 4.12466317873347, 95.56386093740609]"
0.25,6,216,0,"Number[1.4802592667122623 - 4.344844870299915im, 0.006809633626009605 - 0.014271368708012967im, 0.0026052542497192206 + 0.012551611100536725im, 0.019989454090605065 - 0.027793518774647287im, -0.002474517709096419 + 0.0011495563822374172im, 0.22810029948084043 + 0.0im]","[6.794540110133104, 0.00960698007451215, 0.009851849171265527, 0.004129910794207455, 0.22810029948084046, 0.0068286947805463755]","[306.32839328246365, 5.46059061115982, 96.04781729573457]"
0.25,6,216,0,"Number[-2.60447619646509 + 2.8435498277038884im, 0.01345783513938507 - 0.035203897064403036im, -0.007291601678880112 + 0.024925479358528315im, 0.035687803449328995 - 3.3735033418337674e-79im, 0.003931101354287509 - 1.8891618714269098e-78im, 0.19568785850392675 + 0.0im]","[7.432050113295521, 0.011218540712164382, 0.010935259926298173, 0.005455918131909438, 0.19568785850392684, 0.007477543866027673]","[275.3273416397598, 4.127618717279409, 90.00430631475359]"
0.25,6,216,0,"Number[-0.5416348800076284 + 1.1607460448260358im, -0.0050737549078124 + 0.02220099491813331im, 0.0150628547036868 - 0.014825918728212288im, 0.00478169622736914 + 0.0im, 0.00926726831516949 + 0.0im, 0.19372423986594184 + 0.0im]","[8.233391932771326, 0.009254999811433733, 0.01320187091492887, 0.0047816650063414266, 0.19372423986594184, 0.009267278043031665]","[220.83205250123785, 4.81526649436018, 107.71332024413273]"
0.25,6,216,0,"Number[-0.0934953541582253 + 0.40314469663550767im, -0.015686325769573614 + 0.016066795687189144im, 0.013334783631279549 - 0.00010294149601474039im, 0.028969970077675815 + 5.243477517255262e-95im, 0.004650081716694296 + 2.551890461842993e-94im, 0.22749771705670577 + 0.0im]","[7.209090668668774, 0.00962412965890542, 0.010541899273422405, 0.005668085999006917, 0.22749771705670577, 0.0063518787031399335]","[295.27308861124334, 4.043278062934255, 109.32910858789222]"
0.25,6,216,0,"Number[3.861692822698508 + 1.473578807454896im, 0.007984132355672696 + 0.0034745892645911404im, 0.001813048181325632 - 0.009043109716880146im, 0.028600192676409338 + 2.3738919364399497e-66im, 0.007035510771746721 - 1.1869459682199748e-65im, 0.15952485575162517 + 0.0im]","[8.153380302910666, 0.013538130802928119, 0.013728672177382809, 0.00549123917662944, 0.15952485575162512, 0.009518335066121215]","[312.15930394990755, 5.128629028851671, 110.6974379165834]"
0.25,6,15,1,"Number[3.0083477021825072e-5, 0.23216817033847645, -0.16515859276911404, 0.03353254426051917, 0.0015184038745768042, 0.24637779342402472]","[7.306193106039429, 0.013386092430833094, 0.01004276964932332, 0.0042359580095666415, 0.24637779342402472, 0.005875190284766604]","[205.4442798954708, 4.34624330894898, 96.7303950745938]"
0.25,6,216,0,"Number[-0.041030928149586046 - 0.0201476904766267im, -0.04678512454591003 + 0.049978813415719615im, 0.04314770428570651 - 0.036466535624836365im, 0.019927935764419008 + 0.027798289434630842im, -0.003993874651443101 - 0.001511162913409454im, 0.21616090280294542 + 0.0im]","[6.721977499677386, 0.00985990272914087, 0.010247433391434607, 0.00523772681833796, 0.2161609028029454, 0.006384828153943379]","[198.6605647470498, 6.1161525396166265, 94.7702517323039]"
0.25,6,216,0,"Number[-0.10218750379791222 + 0.27483541928299526im, -0.013183799617374143 + 0.015061790702669975im, 0.012197402227316636 + 0.0014253435700215247im, 0.025800803858340177 + 1.928787198357459e-66im, 0.006122188880388298 + 1.4243351618639698e-65im, 0.25321161073689935 + 0.0im]","[6.977116569881481, 0.01500553580212357, 0.011875895361282631, 0.0045229934582388075, 0.25321161073689935, 0.008529205360009147]","[244.7664651056373, 5.245869137729933, 123.70037155573573]"
0.25,6,216,0,"Number[1.4721252244429763 + 3.3878743077978184im, 0.007672012130356113 + 0.012354248338894577im, 0.0025322631894162217 - 0.013086074290244455im, 0.03322003875016861 + 4.4944093005045104e-95im, 0.0008742850099634185 + 4.794036587204811e-94im, 0.18548654202159412 + 0.0im]","[5.135997238226143, 0.012701920704871554, 0.010440908594402479, 0.0042706113491890515, 0.18548654202159415, 0.008465402465972837]","[278.84993129954034, 5.90579498887109, 96.76524910470103]"
0.25,6,216,0,"Number[-0.6835761759180257 - 0.8412462530986465im, -0.0103010323227961 - 0.029184188508081143im, 0.019566289646923172 + 0.018981959895169268im, -0.009083275833071752 + 0.04095766965911208im, -0.018631425155564985 + 0.003083942468307483im, 0.21423333465890787 + 0.0im]","[6.618143227892364, 0.01193859648282291, 0.011116797661574172, 0.004828349230653967, 0.21423333465890787, 0.007997398063768176]","[190.81843091855677, 4.836199263696203, 90.97989564541639]"
0.25,6,2,1,"Number[0.12803697230551803, 0.053755923007390585, -0.032234278018288307, 0.028286415567718822, 0.004978407640995991, 0.20653400519859336]","[7.759834938355132, 0.013529674456045242, 0.009574664389979181, 0.0058478298394414934, 0.20653400519859336, 0.006854237101655922]","[197.12820010889538, 4.468709606451464, 111.2908124508094]"
0.25,6,216,0,"Number[-2.619070944737094 - 5.282202743038768im, 0.00836368395738931 - 0.02565122322768936im, 0.0027739397519610815 + 0.019869682654117923im, 0.021114667663197202 - 0.029468705833505544im, -0.0011025117523674858 + 0.001140574704827622im, 0.19606221689381612 + 0.0im]","[6.825416234493961, 0.011003591295824093, 0.009016790127145086, 0.005714531477982024, 0.19606221689381606, 0.006720656731100484]","[240.57012476764774, 5.176018516884471, 89.75455612955902]"
0.25,6,216,0,"Number[-0.8366086920335525 - 4.948274869056838im, 0.00870269494008465 - 0.014875835555500995im, 0.0012836918350867508 + 0.013959231074361393im, -0.006841888610152751 - 0.03099682945495888im, -0.006261950387379788 - 0.0015224269143782208im, 0.21967328439586553 + 0.0im]","[6.84058654208068, 0.014689260621361812, 0.011556778414547081, 0.005588584826693965, 0.21967328439586553, 0.006490406840004383]","[303.4767542507233, 5.242194840609336, 120.76387837004191]"
0.25,6,216,0,"Number[1.405062531278246 + 1.6093363977822908im, 0.001039889484781578 + 0.010467042030039682im, 0.007984263851295234 - 2.4749113998699096e-7im, 0.004513617488709181 + 0.0im, 0.007361633397358986 + 0.0im, 0.21236650471987217 + 0.0im]","[5.222990058698995, 0.012672743615517491, 0.011718720588242028, 0.004513614407155941, 0.21236650471987223, 0.0073616362409815814]","[274.1619157093547, 5.5560452985264375, 78.16372042735198]"
0.25,7,324,1,"Number[3.073019146600774, 0.005338834341264751, 0.009719578638076142, 0.0056006506485219145, 0.00952148950669671, 0.22501488946259857]","[5.44699948576897, 0.013631002249148521, 0.010402806819819713, 0.005600656254782449, 0.22501488946259865, 0.009521487111425295]","[211.1382829718014, 5.361604335214937, 102.64489385606397]"
0.25,7,106,1,"Number[3.4792878526779343, 0.006980520023950433, 0.008144765818926994, 0.004570792654066235, 0.008241398707598734, 0.1725401548499419]","[6.110646216979198, 0.010116957179373888, 0.013710554895357382, 0.004570792785067942, 0.17254015484994187, 0.00824139863776742]","[239.92727469733398, 4.027994143628345, 77.25861691508254]"
0.25,7,271,1,"Number[2.9527110883582544, 0.005514690688840991, 0.008795105067109392, 0.004012100583784019, 0.006535731645599333, 0.21553735062816556]","[6.084473794375669, 0.013078639755801785, 0.011781882656560225, 0.004012101045949647, 0.2155373506281656, 0.0065357313270159615]","[232.479834643944, 5.604785057194182, 106.36312209857809]"
0.25,7,296,1,"Number[2.7445033504923773, 0.006633273668246876, 0.007188286248915296, 0.003902951514261468, 0.0075868912084803165, 0.16968052276561615]","[6.112406341591429, 0.011907824061520961, 0.01367178807800929, 0.0039029518929651185, 0.16968052276561613, 0.0075868909469459355]","[272.85469400638135, 5.676310893508706, 106.89144464371246]"
0.25,7,103,1,"Number[3.0477327627747766, 0.005680886880339183, 0.009011601952332879, 0.004993168926755691, 0.008500959305070478, 0.24526757790404383]","[4.987251226496828, 0.012394526220470546, 0.009626949840322446, 0.004993172810342959, 0.2452675779040439, 0.008500957917171639]","[215.6730017232286, 5.027640525900731, 111.62661901201889]"
0.25,7,30,1,"Number[3.7083259240235975, 0.004247501014755073, 0.008244388240017393, 0.0037165635162450254, 0.00832738633615849, 0.24741619070287446]","[7.178091928792638, 0.012556078005817806, 0.011721969484587617, 0.0037165635534081583, 0.24741619070287452, 0.008327386295258888]","[281.02267883750795, 5.577339954413496, 81.10166752647184]"
0.25,7,165,1,"Number[2.7749126195632514, 0.007880917936849656, 0.006531800192630415, 0.005144541572818955, 0.0064690343043749265, 0.188022097580325]","[5.799736413005499, 0.01143133143132059, 0.014412487400659537, 0.005144545214113245, 0.18802209758032504, 0.006469033295796762]","[281.055912139853, 4.193201657401648, 107.14173193779484]"
0.25,7,195,1,"Number[3.1321254716642413, 0.003668388202346308, 0.009618384423323693, 0.004404622383337476, 0.007670647025770952, 0.25515328391520437]","[5.47773323507746, 0.01284391847121684, 0.008777177902683777, 0.004404622989089369, 0.25515328391520437, 0.007670646573991252]","[230.57191082964604, 5.744108153871719, 99.03083185092034]"
0.25,7,130,1,"Number[3.571339078334928, 0.0055040060790613405, 0.009178829989752443, 0.004598359699490331, 0.007050938590629744, 0.22963579034445977]","[6.284580179939228, 0.011016440244913776, 0.01117183759327749, 0.0045983601481158565, 0.2296357903444598, 0.007050938213560261]","[212.26754310588615, 5.6315064420097904, 90.15604292808263]"
0.25,7,146,1,"Number[3.003567178579459, 0.006323518824608084, 0.008457034210111215, 0.005148096961320148, 0.008119013970212365, 0.24137051722621494]","[5.213177581177035, 0.013916306443552889, 0.01068398723007125, 0.005148103393818441, 0.24137051722621491, 0.008119012867288111]","[228.48230556921922, 3.9663557333163855, 116.09565008539634]"
0.25,7,326,1,"Number[3.2433716245185495, 0.0079174747371539, 0.007420674672383211, 0.005617409406945062, 0.00577831522987871, 0.24764817357022542]","[6.38578184242457, 0.011061648288592463, 0.013695410463866473, 0.005617417751767817, 0.2476481735702254, 0.005778311997899051]","[236.23013058981772, 5.046041730515283, 107.86376122841988]"
0.25,7,237,1,"Number[3.3231447203951863, 0.006066193306603491, 0.007689857427998184, 0.003808885121687364, 0.008304943652336973, 0.2015819019891325]","[5.144033503456562, 0.010782294543725092, 0.010998790448776795, 0.003808885161587799, 0.20158190198913248, 0.008304943632423924]","[275.38934909825844, 3.846165469724552, 80.9238571412687]"
0.25,7,159,1,"Number[3.5586738055125635, 0.006575267081402277, 0.008131803721534839, 0.004423909369559259, 0.009187331546323623, 0.19344128268511854]","[8.125352416903686, 0.00981553671361222, 0.014351393477674824, 0.0044239099648019226, 0.19344128268511848, 0.009187331170210339]","[218.86071469445244, 5.433046074668615, 98.65177220999354]"
0.25,7,198,1,"Number[3.953512290521889, 0.005500312788023424, 0.007383137799067115, 0.004380545984880826, 0.006352498502739732, 0.19457375616108294]","[6.68059852799105, 0.00943294238429486, 0.01176198511624623, 0.004380546075467831, 0.1945737561610829, 0.0063524983975914795]","[287.0966599971845, 5.600737735832698, 75.71107763245412]"
0.25,7,88,1,"Number[3.0802518645002603, 0.0017766844627000692, 0.009938093376108558, 0.005762680004449338, 0.008483930550479801, 0.1899256991833667]","[6.700151951559588, 0.012534961700551099, 0.008886997879493194, 0.005762686890385428, 0.18992569918336666, 0.00848392824538628]","[237.91881726173204, 4.808450206809608, 102.38664725927633]"
0.25,7,209,1,"Number[2.7398296118604963, 0.005459592293831543, 0.010420238309322434, 0.0039058903840634034, 0.0077813125124513, 0.20284009846750833]","[5.809901389672358, 0.01387639305950146, 0.011778135244459908, 0.003905890822796985, 0.20284009846750836, 0.007781312169461959]","[187.88022939095237, 6.095303516299966, 108.7427376858686]"
0.25,7,288,1,"Number[3.407465840077181, 0.003921284896400385, 0.00911229806884344, 0.004746627888821684, 0.007046134096049832, 0.19224050135681353]","[7.689870219620537, 0.010633189445755444, 0.010633115053923128, 0.00474663071195089, 0.19224050135681364, 0.007046132611911919]","[214.8361433162034, 5.6861239124378615, 112.69938657811383]"
0.25,7,260,1,"Number[3.253687448913802, 0.007205571347500032, 0.0065121098523086545, 0.005518692314413826, 0.0062971399695436435, 0.1795655879667257]","[5.620165104214519, 0.009088594390861522, 0.012764967611414685, 0.005518694411949448, 0.1795655879667257, 0.006297138287917605]","[297.58889714699677, 5.9298638012100575, 90.31391488140206]"
0.25,7,138,1,"Number[3.3707237889394426, 0.005451231727876259, 0.007420721040109481, 0.0037025876086080748, 0.008946888298107743, 0.24799653402187963]","[5.277129163033794, 0.01429302811022433, 0.010311716132773024, 0.0037025876600906625, 0.24799653402187963, 0.008946888244541125]","[304.2320824231134, 5.686103065434326, 85.42965470779224]"
0.25,7,206,1,"Number[2.780751677180986, 0.003875137408653037, 0.008432092555866945, 0.0041126059710044375, 0.009470227673388322, 0.17347698415431054]","[5.25439212344152, 0.014245147945488675, 0.008722560185406104, 0.004112607506645841, 0.17347698415431057, 0.009470227037277353]","[262.84708908465353, 5.507556951859799, 122.84445585103023]"
0.5,1,1,1,"Number[3.9024267645778714, -0.00042415372889931935, 0.0028650962498615318, 0.0029250162911981167, 0.005119057235314452, 0.11417668083368454]","[9.75258753925757, 0.016638956740782716, 0.00879348264819744, 0.003447496969300494, 0.11417668083368462, 0.004949925568176028]","[361.89592152872956, 7.227904531042903, 93.21524092488008]"
0.5,1,1,1,"Number[2.4920459037581764, 0.0021171410797374843, 0.002234763817213021, 0.005011026303351891, 0.0061580763962378595, 0.1182085019243648]","[3.5203815025333256, 0.007411916267227786, 0.005865739875185942, 0.006384491711248313, 0.11820850192436486, 0.006104192919497897]","[341.894641798188, 2.8665951904025455, 77.93295898363857]"
0.5,1,1,1,"Number[2.218176038289585, 0.001602583476491854, 0.002877358627470002, 0.0042451486561518766, 0.006406708742945752, 0.2735426069494257]","[5.931248974967486, 0.0167109924174368, 0.009260324193100251, 0.006113263064533216, 0.2735426069494258, 0.0063617101811181635]","[274.1127850432963, 3.905861197522232, 126.53934270495436]"
0.5,1,1,1,"Number[2.1588597914026044, 0.0030879635474685956, 0.0034609984290964943, 0.0046540987854450854, 0.010422945146673485, 0.14944868008029213]","[5.751968220247111, 0.009847689292951113, 0.014122331721360844, 0.00582206338902176, 0.14944868008029205, 0.010286751279820077]","[172.69167146850626, 4.739586419768999, 77.72835115918795]"
0.5,1,1,1,"Number[4.651052555488424, -0.0007433217630668362, 0.0036040755937498258, 0.0027575351260495195, 0.008822193773332564, 0.17621424791563614]","[9.150203020848801, 0.010393410081904302, 0.006270663634917699, 0.00307670073514123, 0.17621424791563617, 0.008807005186599291]","[271.2832858383166, 2.5621301023564715, 71.09292749238341]"
0.5,1,1,1,"Number[1.8207792329941488, 0.002348263796026721, 0.0022246449008092627, 0.0027938881242903983, 0.008312824855028576, 0.19461982280484208]","[3.76254455867631, 0.009816835321901914, 0.010835812039233832, 0.003189251425125828, 0.19461982280484202, 0.00825615581041908]","[350.7264856953888, 4.58263901476824, 82.0160040522717]"
0.5,1,1,1,"Number[1.2796485836781057, 0.0012376696753195685, 0.004996690854964736, 0.0033226111308562096, 0.007070064006543119, 0.25558231411524873]","[6.689099037444507, 0.016325172078068037, 0.01131982636663633, 0.0045872473360609204, 0.25558231411524873, 0.007050748504131496]","[145.13928001001614, 3.5843386830428563, 148.2869489136445]"
0.5,1,1,1,"Number[1.2985260113778316, 0.002491412439616864, 0.0020811555021110297, 0.0023416811809808913, 0.010602216658211148, 0.21722367908087406]","[3.362902841347796, 0.01240756068230028, 0.012516874766638944, 0.002657968482422851, 0.2172236790808741, 0.010569175862407982]","[362.6292217371973, 4.446126764697881, 94.94205629046166]"
0.5,1,1,1,"Number[2.5913862256011506, 0.003337463397519152, 0.003371301500326211, 0.005451835363296066, 0.007377449031204219, 0.1596499555721316]","[4.768815446452226, 0.007705009945604929, 0.010939196870335198, 0.0067421522376947315, 0.15964995557213152, 0.00705404631708482]","[143.66843125856315, 5.568510976089882, 62.02990663754302]"
0.5,1,1,1,"Number[1.926950505679163, 0.0028269639373431385, 0.002445734465395124, 0.004302153281844365, 0.008232115365704203, 0.25822695879098845]","[5.984173952230366, 0.014790641675711272, 0.012548449540705213, 0.0060747819295987856, 0.2582269587909885, 0.008027267723268793]","[266.4018617791712, 6.985589898309823, 118.4274163238202]"
0.5,1,1,1,"Number[1.616810385279229, 0.0023901792536438794, 0.0020066830748590074, 0.0025018331284490988, 0.00864099460193722, 0.2986040132517038]","[5.509113618391089, 0.014585620622635067, 0.012228839494753289, 0.0030249309745579204, 0.29860401325170377, 0.008553447965387045]","[345.7581217863038, 6.767726820007, 126.12862847481264]"
0.5,1,1,1,"Number[1.5051799051355546, 0.0037084003277506245, 0.0022538115223769617, 0.004184015991503074, 0.010820360531916227, 0.3005821715261294]","[8.366537431501248, 0.011527613407991567, 0.016889478900667696, 0.0062858465004678645, 0.3005821715261294, 0.010828056754093674]","[186.469922969817, 3.135603788008127, 139.87679181707216]"
0.5,1,1,1,"Number[0.6696323981487716, -0.008081555432593516, 0.01315724221149223, 0.004174035794514694, 0.011321080148265631, 0.10791559455671244]","[6.795441683373536, 0.017667095480157075, 0.00899898740951988, 0.006488149098691895, 0.10791559455671254, 0.011293131137013317]","[152.5944844351975, 5.443116851506381, 147.22099340687558]"
0.5,1,1,1,"Number[2.504036537130019, 0.00228154252296507, 0.00312273077832565, 0.0040145630070139845, 0.008368531727810928, 0.27145995554268404]","[7.473397425539575, 0.011640910748941972, 0.014195341556644377, 0.004928820868661943, 0.27145995554268404, 0.008298800631624133]","[241.16871987588627, 3.9197572525217077, 84.37976945655413]"
0.5,1,1,1,"Number[0.8606751492861101, 0.0032235613270595125, 0.001874858501283825, 0.003630126432266385, 0.009444358090589421, 0.13598647829339044]","[3.968509805041169, 0.011648326359088534, 0.015064517103083184, 0.005067337723387244, 0.13598647829339044, 0.00943745144401988]","[282.10796410482124, 3.2042710066522497, 139.608359708599]"
0.5,1,1,1,"Number[1.1105580136844664, -0.004789413148011214, 0.008682277092248905, 0.0036132231427318862, 0.011306426538827664, 0.2633842416553418]","[6.595918004195987, 0.016848728971068372, 0.008527526830711764, 0.004914993596415212, 0.26338424165534186, 0.01130809470193913]","[177.02941400276768, 2.7262235658385774, 132.43179867049207]"
0.5,1,1,1,"Number[3.9974692896897053, 2.2649502864913504e-5, 0.004750096908189686, 0.0057058791378222186, 0.0112550828483821, 0.24984993376716647]","[6.499810469895465, 0.014509219459777966, 0.0065422440099802085, 0.0068390413381384275, 0.24984993376716647, 0.010659531668465796]","[195.9027654483395, 6.958623110380664, 50.047709439812024]"
0.5,1,1,1,"Number[2.680001402194883, 0.0025336303012170208, 0.0021725371456981697, 0.005068503921056493, 0.011358933678485717, 0.26313690234198295]","[4.867638788436614, 0.007789000034410701, 0.009218718313404012, 0.006577560731006359, 0.2631369023419829, 0.011263540780790275]","[336.58899753163075, 4.124688787987805, 81.49179530707049]"
0.5,1,1,1,"Number[3.4109992520267354, 0.001694568451831387, 0.0024159496738483093, 0.004345882074328904, 0.009635769046469839, 0.2614138988775044]","[5.529602897186776, 0.015649061234780475, 0.007721412995994561, 0.005339422422711432, 0.2614138988775043, 0.009600797565037287]","[357.2625577339335, 2.8592800421659303, 78.82834846526318]"
0.5,1,1,1,"Number[2.8739487810090445, 0.001689584277514197, 0.002448120908418023, 0.003054806896011972, 0.00547961770329631, 0.18615266898923769]","[9.083585871458563, 0.013054480184423286, 0.015398589311978614, 0.003524258849591253, 0.1861526689892376, 0.005387253887993941]","[349.5570093458134, 5.125408307256898, 79.64963321763202]"
0.5,2,8,0,"Number[3.01929461349645 - 0.03190078144821194im, -0.0007430891255668274 - 0.00046942295002847466im, 0.003992266000554691 + 0.0037784250726022478im, 0.0073838267121718315 + 0.0im, 0.0068415518423480225 + 0.0im, 0.29052821279933805 + 0.0im]","[9.579593154943465, 0.013547815748831241, 0.010927397350888497, 0.006472342731955431, 0.290528212799338, 0.00692616255483881]","[267.37393864017025, 3.990123743076801, 90.27561704238484]"
0.5,2,8,0,"Number[0.7457856098264516 + 0.5733175268487224im, 0.0030681305787793557 + 0.004809131749508737im, 0.0017843040550990107 - 0.004676661436247306im, 0.004412842644030267 + 0.0im, 0.004571567022715409 - 2.5860875718090325e-37im, 0.28550574793247874 + 0.0im]","[4.694955637684522, 0.009869986917204364, 0.015758102271860232, 0.004030727244500856, 0.2855057479324788, 0.004614618621372374]","[344.04941101966597, 4.770562251043674, 130.1909907444046]"
0.5,2,8,0,"Number[-0.21368796982531874 + 0.3249728884034839im, 0.0003753176994120923 + 0.016847529851823875im, 0.007504427931731293 - 0.02281327995839999im, 0.0032654282347792545 + 8.96831017167883e-44im, 0.007097953334498582 - 1.0369608636003646e-43im, 0.18827987682524389 + 0.0im]","[6.610831422089271, 0.017093498650474236, 0.014246070537742045, 0.0031213852175684042, 0.18827987682524383, 0.007104071539413787]","[147.18543201894616, 3.177798531867875, 132.91568709348422]"
