param_set,taylor_n,num_solutions,num_real_solutions,true_parameters,pred_parameters
44,9,729,1,"[5.570979808248683, 0.013426250261769041, 0.011580231228025217, 0.005394117368447722, 0.20180399573264038, 0.0068528724142691445]","[3.6441987248117207, 0.00974421176273398, 0.00764815222962361, 0.005394117356807963, 0.20180399573264038, 0.006852872420817627]"
45,9,729,1,"[7.5439388679399695, 0.014073132458029436, 0.012325849229302516, 0.005671055767037452, 0.16155487790351708, 0.008293320801668704]","[3.5700792199606393, 0.010665558457903382, 0.005209287915822977, 0.005671055747750881, 0.1615548779035171, 0.008293320811287926]"
46,9,729,1,"[6.98236168375788, 0.011932680609829946, 0.012354353377790693, 0.0058509534730154765, 0.21312446553980793, 0.008415863763514674]","[3.9995923886266156, 0.009622708131243092, 0.007121520548403587, 0.005850953446366742, 0.21312446553980788, 0.00841586377623877]"
47,9,729,1,"[6.5936093885225695, 0.012104051113898963, 0.010658656516298775, 0.004630724347196348, 0.25605694821644487, 0.0070976564581751115]","[3.8144801965045656, 0.01013358327298997, 0.005527804944247683, 0.004630724344792499, 0.25605694821644487, 0.007097656459745188]"
48,9,729,1,"[8.19910471764612, 0.009939184369384478, 0.010874372952903081, 0.005278945531270525, 0.16494351367998683, 0.008415997850056233]","[4.505114035470121, 0.00929033682863051, 0.005156226408623573, 0.005278945522099867, 0.1649435136799868, 0.00841599785501016]"
49,9,729,1,"[7.118208269774389, 0.013691462013001292, 0.009671907259368786, 0.004145781806387207, 0.23720684290053262, 0.00689409080187802]","[3.242175410983655, 0.011533633887781888, 0.002193711459387049, 0.00414578180561469, 0.2372068429005326, 0.006894090802438364]"
50,9,729,1,"[5.579604914043721, 0.012148170296665966, 0.010351609956861742, 0.003570428144838328, 0.16936286146588614, 0.009189066413435122]","[3.458522584701564, 0.010046990644446354, 0.005883874396304614, 0.0035704281446746183, 0.1693628614658862, 0.009189066413558501]"
51,9,729,1,"[7.522302877418577, 0.012936704782155023, 0.01038250354235866, 0.00427820190641092, 0.156172370321283, 0.007977497828519047]","[3.4143990129818613, 0.011125581161535626, 0.002859038550209086, 0.004278201905355483, 0.15617237032128295, 0.00797749782923561]"
52,9,729,1,"[7.875866007563948, 0.012369187753037419, 0.008960875018138088, 0.0043459610322643585, 0.2416060940088652, 0.009321164886166666]","[3.374182863162688, 0.011396071765204673, 0.0008142113168327937, 0.004345961031038886, 0.2416060940088653, 0.009321164886948782]"
53,9,729,1,"[5.627519640469609, 0.014192696920652826, 0.01197240103125936, 0.00542043576358685, 0.22384090862819966, 0.006488113356935676]","[3.6587681116601907, 0.009729077840964061, 0.00797558590182798, 0.005420435751301144, 0.22384090862819955, 0.00648811336391394]"
54,9,729,1,"[5.33292053820531, 0.013456771801994465, 0.014000252676576827, 0.0058264105227894625, 0.2561121351800903, 0.006803982996434159]","[3.6293542478868175, 0.008771249701758346, 0.010440101483728047, 0.0058264104968759455, 0.25611213518009035, 0.006803983009806686]"
55,9,729,1,"[7.82434707402412, 0.013646171822020717, 0.009144663945922015, 0.004768674437125702, 0.1764901835812206, 0.0063035818670803025]","[2.9576772167253833, 0.012170287521458928, -0.00019991568536293562, 0.00476867443385051, 0.17649018358122054, 0.006303581869215794]"
56,9,729,1,"[8.22668910912632, 0.01178072038307888, 0.009403810159166071, 0.005345628936891786, 0.16864769956661668, 0.008892508696196325]","[3.65275532073876, 0.010948901349193726, 0.0015848597160493152, 0.005345628926496127, 0.16864769956661657, 0.00889250870161906]"
57,9,729,1,"[7.290890724227625, 0.014711402690501994, 0.012389919550446722, 0.005501858977644381, 0.23780676030724354, 0.0065381388224077935]","[3.638882801413666, 0.01055137219212674, 0.005809288821547325, 0.005501858963312067, 0.2378067603072436, 0.006538138830401078]"
58,9,729,1,"[6.148220939657348, 0.010897779108764202, 0.011314882311948462, 0.003579146358508549, 0.21117876991458068, 0.005748688984749778]","[3.7180268914361108, 0.009445423814636115, 0.006611454043904645, 0.003579146358335215, 0.21117876991458057, 0.005748688984895295]"
59,9,729,1,"[5.390239569163156, 0.014767891873257416, 0.014296635812806343, 0.004374712762444906, 0.20415227641404554, 0.007576234799686455]","[3.158889753683948, 0.009323508975465885, 0.00925264945209038, 0.004374712761112222, 0.20415227641404554, 0.007576234800586996]"
60,9,729,1,"[6.955403478981191, 0.010766670195396306, 0.010351757585733297, 0.0035886669629090076, 0.17576949407068496, 0.007613923383067447]","[3.9066870963745237, 0.009781100292730905, 0.004897413289397482, 0.0035886669627340014, 0.17576949407068498, 0.007613923383206136]"
61,9,729,1,"[6.207250096911151, 0.012457560637943373, 0.014125240369114465, 0.00396093353536495, 0.1816997989646608, 0.007542336118489025]","[3.3094920703344766, 0.009397779360633936, 0.008196171362388432, 0.003960933534884113, 0.18169979896466082, 0.007542336118842921]"
62,9,729,1,"[5.139705738210722, 0.013323921127374964, 0.009932737440784385, 0.003923357155045423, 0.24379447215695416, 0.009487510311200757]","[3.4867314150331903, 0.01016219321228642, 0.006354538094709965, 0.003923357154616974, 0.24379447215695418, 0.009487510311498451]"
63,9,729,1,"[7.807656967274859, 0.014568418539052896, 0.009065829454649704, 0.004645884753144727, 0.2510013002407923, 0.006256629440416609]","[2.633115348193413, 0.012800156983702975, -0.001394252995151361, 0.004645884750638943, 0.25100130024079226, 0.006256629442097204]"
64,9,729,1,"[7.09175649381077, 0.012527750512141047, 0.01148796500011574, 0.0038949327579545926, 0.15890522537391885, 0.006638634429142369]","[3.531216712510387, 0.010428839095460989, 0.004900345606279331, 0.0038949327575464395, 0.15890522537391885, 0.006638634429455556]"
65,9,729,1,"[6.735009842909911, 0.013694674033479345, 0.012541989615126167, 0.004243112923240343, 0.22074825495625966, 0.0088854091093178]","[3.5405347918251127, 0.010179351189150898, 0.006476250874298305, 0.004243112922278295, 0.2207482549562596, 0.008885409109955318]"
66,9,729,1,"[5.06764462225274, 0.01438537062699836, 0.009198071037071364, 0.004791050828072182, 0.15678164729955132, 0.006574747529599949]","[3.369095822574215, 0.01064777284985733, 0.005415071705654031, 0.004791050824644249, 0.15678164729955132, 0.00657474753180253]"
67,9,729,1,"[6.082480558654848, 0.013883290349921985, 0.011227043475072477, 0.004380396954456852, 0.19526531750632609, 0.006233072192518795]","[3.4654423081002013, 0.010385888305940704, 0.005953812666119791, 0.0043803969530892516, 0.19526531750632609, 0.006233072193485294]"
68,9,729,1,"[7.261964461907834, 0.014014812568151909, 0.013957279082816503, 0.004914638032349032, 0.2151902188283326, 0.006905060618310467]","[3.6264409729702307, 0.009910182257725095, 0.00739088521429805, 0.004914638027903603, 0.21519021882833253, 0.0069050606210663045]"
69,9,729,1,"[7.320651315159269, 0.014790102206245978, 0.014367294695744461, 0.004009171437723714, 0.2446038508341148, 0.007973273185559543]","[3.479644814857823, 0.010025903615705559, 0.007314997522818043, 0.004009171437181306, 0.24460385083411487, 0.007973273185949606]"
70,9,729,1,"[5.112011947418128, 0.011810366116229369, 0.009383867625846965, 0.00467378094472021, 0.2190415450698498, 0.007964917622395536]","[3.6888827593044153, 0.009807922088846496, 0.0063999827629773395, 0.004673780942098212, 0.2190415450698498, 0.00796491762403798]"
71,9,729,1,"[5.811291028589626, 0.011780664787465254, 0.014384425173421735, 0.005061573403430123, 0.2263612790686893, 0.006193450803077017]","[3.5131672006629633, 0.00879054400855174, 0.009681058546915814, 0.005061573397363577, 0.22636127906868928, 0.006193450806825511]"
72,9,729,1,"[5.562174991659607, 0.014737669291315418, 0.008722695642651065, 0.004737455629799289, 0.21123167702837858, 0.009408715970443602]","[3.301813681464614, 0.011242819801145523, 0.0038181189548159335, 0.0047374556268260344, 0.21123167702837858, 0.009408715972179236]"
73,9,729,1,"[6.567654942326609, 0.009613262711286014, 0.01432603871176114, 0.003826808382297846, 0.2534613505293681, 0.006750308758901541]","[3.7438054896813933, 0.008352953977298098, 0.009029001447857078, 0.0038268083819572754, 0.2534613505293681, 0.006750308759166116]"
74,9,729,1,"[6.608282533433615, 0.01123726748154433, 0.011997046197459192, 0.00513475061848168, 0.1795660325545237, 0.007336910627821292]","[3.885864826854353, 0.009458172918050732, 0.007013215101229432, 0.005134750611523144, 0.17956603255452364, 0.007336910631872309]"
75,9,729,1,"[7.768785742706391, 0.010132035847817295, 0.009645594847189506, 0.004183760613397157, 0.2481887911451675, 0.009347169148628622]","[4.409216445254264, 0.009549206355587472, 0.00424570260381874, 0.0041837606125680535, 0.24818879114516745, 0.009347169149176172]"
76,9,729,1,"[5.610971083742504, 0.010981856199551453, 0.01369632056709386, 0.004966442900351172, 0.23576107764967952, 0.005818386162665411]","[3.587083435653779, 0.00866271733101958, 0.009537242715731298, 0.00496644289534591, 0.23576107764967943, 0.005818386165861421]"
77,9,729,1,"[7.0751345518035205, 0.01275170831951827, 0.012645537008410455, 0.00585427083675415, 0.22832170726129183, 0.007606442251868119]","[3.9293200761692235, 0.009803029455913508, 0.007119209879028068, 0.005854270809737165, 0.22832170726129192, 0.007606442265245019]"
78,9,729,1,"[6.008351887929902, 0.013310664699186518, 0.009052600762367472, 0.005463610136697537, 0.1553267456859388, 0.009014069332346306]","[3.4731776958656915, 0.010941919856231625, 0.0038814096731266358, 0.00546361012368135, 0.1553267456859388, 0.009014069338923927]"
79,9,729,1,"[6.2582601613308375, 0.013219336299811077, 0.014041026288343837, 0.005390179147665885, 0.2208865837306619, 0.006598959235233445]","[3.6555316836913936, 0.009248028087252363, 0.009002165094387444, 0.005390179136084502, 0.2208865837306619, 0.006598959241823536]"
80,9,729,1,"[7.342682288818149, 0.011540757594851738, 0.014216037814652678, 0.0049470523518531425, 0.1588005459927015, 0.006734921662674085]","[3.7175154105868082, 0.009322343142170592, 0.007781900248735112, 0.0049470523470897775, 0.1588005459927016, 0.00673492166562191]"
81,9,729,1,"[7.047864846656147, 0.010035478948018138, 0.014394401857537206, 0.0040336552500581, 0.21444502565610368, 0.007737317595906724]","[3.769168670147624, 0.00865292201903563, 0.008475543901455641, 0.004033655249479617, 0.21444502565610365, 0.007737317596323606]"
82,9,729,1,"[7.9519855068753404, 0.012186357186428128, 0.01402510836324842, 0.004767267673554709, 0.18520716725517086, 0.008142754395510383]","[3.7556371315313815, 0.009742699143671953, 0.006913453818361081, 0.004767267670345336, 0.18520716725517086, 0.008142754397466397]"
83,9,729,1,"[6.799025909714091, 0.013662048392068426, 0.009306951438729047, 0.005810238553286986, 0.17688750785634344, 0.009480885875604387]","[3.3145095457582836, 0.011459515161424504, 0.0024431495637576724, 0.005810238528758769, 0.1768875078563435, 0.00948088588682861]"
84,9,729,1,"[6.230188057293438, 0.013293824466636371, 0.010925705636070187, 0.004135533646542672, 0.21977766403030577, 0.009145059421132811]","[3.5315173799514996, 0.010400477738919015, 0.0055942379412905665, 0.004135533645805311, 0.21977766403030569, 0.009145059421627945]"
85,9,729,1,"[5.349280987380378, 0.009341176245475903, 0.009864101008971568, 0.0043791866007456305, 0.20526984460017184, 0.007036416969104569]","[4.01134501400166, 0.008617693380203843, 0.007192823469180066, 0.00437918659939203, 0.2052698446001719, 0.007036416970035936]"
86,9,729,1,"[7.941575144241994, 0.014681461125226376, 0.009509086327544925, 0.004425127050151094, 0.1731405487628274, 0.007556186203499218]","[2.7333636481817187, 0.012655009998444405, -0.0007464146234646287, 0.004425127048651863, 0.1731405487628274, 0.00755618620450182]"
87,9,729,1,"[6.166419016872244, 0.01440138676331882, 0.009907749751924558, 0.005203862164283693, 0.22895725706910242, 0.009144025246159744]","[3.465716859857954, 0.010968286639539141, 0.004472267001794239, 0.005203862156427285, 0.22895725706910242, 0.00914402525034822]"
88,9,729,1,"[6.367673307443757, 0.014019124751357935, 0.013332503009986237, 0.004366637660170938, 0.2330548395855973, 0.00691372597281362]","[3.5137879782887405, 0.00978880213866333, 0.0077424839632014115, 0.004366637658854898, 0.23305483958559736, 0.006913725973725771]"
89,9,729,1,"[6.089576589340137, 0.009672089038412301, 0.010113479173514807, 0.004627094076234592, 0.16685296345732656, 0.008737479153456327]","[4.142785586055604, 0.008921232597685569, 0.006491915029522995, 0.004627094073888006, 0.1668529634573266, 0.008737479154895486]"
90,9,729,1,"[5.810843063517317, 0.01301959772047493, 0.012417085086700284, 0.003734038232750565, 0.2391473705650402, 0.007015019140557688]","[3.443381044472802, 0.009716866918808938, 0.007532158520032038, 0.003734038232486315, 0.23914737056504023, 0.007015019140764911]"
91,9,729,1,"[6.58119184017851, 0.01331193790599896, 0.012357514433199527, 0.005022314013377695, 0.16105243411343334, 0.007715821269505726]","[3.5768341204119394, 0.010071703797067611, 0.006611927165338619, 0.005022314007862129, 0.1610524341134334, 0.007715821272743343]"
92,9,729,1,"[5.6255710456044845, 0.013585087134982394, 0.01409142754736982, 0.004578751889490107, 0.22120840803368397, 0.007754419631513139]","[3.342261696314041, 0.009224624474393579, 0.009202200391079156, 0.004578751887363666, 0.22120840803368402, 0.007754419632882486]"
93,9,729,1,"[6.835251049967553, 0.012286697393367818, 0.012334713231906323, 0.0056693523572322255, 0.1958215742777876, 0.008050435094997727]","[3.875213850601224, 0.009743083744992187, 0.007002789872933319, 0.0056693523379574935, 0.1958215742777876, 0.008050435104727336]"
94,9,729,1,"[6.739754393108725, 0.009723199795891981, 0.01130279367271314, 0.005275465862290159, 0.20743257750968264, 0.00945083908768752]","[4.343141320144036, 0.00881745452936048, 0.00716492445777931, 0.0052754658532687656, 0.2074325775096826, 0.009450839092354836]"
95,9,729,1,"[6.178104321037805, 0.014395619749077432, 0.011580725088983407, 0.00456062174247486, 0.22295520454878648, 0.006647834104822709]","[3.5144139465788458, 0.010345493366165085, 0.006286878933223777, 0.004560621740412126, 0.22295520454878653, 0.00664783410620994]"
96,9,729,1,"[5.278769621994295, 0.014126028065762769, 0.013745870279404212, 0.00412005878731537, 0.2222164889436784, 0.00811552147272145]","[3.1987864903859125, 0.009341427171236396, 0.00904120368021549, 0.004120058786598944, 0.22221648894367838, 0.008115521473222198]"
97,9,729,1,"[6.7974114960669185, 0.012374030521135625, 0.013099824314471589, 0.0047158917522700135, 0.252810638428235, 0.005972949374666653]","[3.792648295127904, 0.009560619353286823, 0.007636839944305476, 0.0047158917493390325, 0.25281063842823487, 0.005972949376624263]"
98,9,729,1,"[5.976034431148206, 0.009594292041878873, 0.012193342699091904, 0.0047756466484568895, 0.1703133725974953, 0.008983114492662451]","[3.885559435436786, 0.0085538948625899, 0.008144506125879, 0.004775646645214979, 0.1703133725974952, 0.008983114494569861]"
99,9,729,1,"[7.019799518360344, 0.011172540942386516, 0.008898683657737294, 0.0047717822598489145, 0.17756972365728638, 0.007243874692731914]","[3.905456349605601, 0.010303292021529263, 0.003321179504825522, 0.004771782256580677, 0.17756972365728635, 0.00724387469479032]"
100,9,729,1,"[6.587729494207602, 0.013898055578311457, 0.011266573743875165, 0.005751142385905669, 0.20168759539512812, 0.008482679815383896]","[3.663461878327258, 0.010463050242802575, 0.005734469678018629, 0.0057511423636331825, 0.20168759539512818, 0.008482679826217625]"
1,10,1000,0,"[7.540049395250997, 0.009625767341635016, 0.010292656950340913, 0.005396673830390832, 0.2112438604918186, 0.008841281671914721]",
2,10,1000,0,"[7.234692797666877, 0.011102574371423642, 0.011173096926522262, 0.003795586545838597, 0.19696943693532443, 0.009132998612337252]",
3,10,1000,4,"[8.124414631507523, 0.013296128062366196, 0.010138341940810234, 0.00504866083442344, 0.1693627806232393, 0.007821092825203201]","[0.019688832575048696, 0.04461070041464446, -0.05213226437310734, 0.04719436957566436, 0.1693627806232393, 0.0011927695285980243]"
4,10,1000,0,"[6.52337014495481, 0.011853858481330491, 0.009270192983649346, 0.005424881425820791, 0.16551658768647431, 0.005743428095472476]",
5,10,1000,0,"[5.349496696077116, 0.013214325378416995, 0.010300340766905305, 0.004396154869040357, 0.22867472149908644, 0.007073798491524768]",
6,10,1000,0,"[7.199015722055437, 0.01041933944551836, 0.012733797869361407, 0.005441850646851433, 0.21629622513003233, 0.006221709953275398]",
7,10,1000,0,"[6.171960083221835, 0.01467259835149079, 0.014292962204485851, 0.004608669568748206, 0.17848968372237248, 0.00913790964352339]",
8,10,1000,4,"[8.233031686891632, 0.012538101159311768, 0.011192906655309677, 0.004524593121735421, 0.21938533958341178, 0.006652298447601628]","[6.005615465559122e-5, 0.09013525110603231, -0.12173694026604914, 0.04729646039066533, 0.2193853395834118, -0.0010634970379472092]"
9,10,1000,0,"[8.207036996454313, 0.013121450409475863, 0.012764999537279751, 0.003622398064158288, 0.20267809503676612, 0.008714702700339846]",
10,10,1000,0,"[6.160522578714328, 0.011411933043044043, 0.009143156788385455, 0.004496774506781287, 0.22966908405935316, 0.00880732550750929]",
11,10,1000,0,"[5.35505216846985, 0.012244221761420255, 0.010978638078700233, 0.0054939375489106495, 0.22635557149197122, 0.009325786673646563]",
12,10,1000,0,"[5.05202844707604, 0.012061731040800614, 0.008678022180931087, 0.004207023793840472, 0.21581912913787954, 0.009128628318708053]",
13,10,1000,0,"[7.659149977726588, 0.013977215534513893, 0.01413160297429334, 0.004653862984561972, 0.1900683997649168, 0.008234380680353568]",
14,10,1000,0,"[7.508779930570407, 0.009523067626799305, 0.011176100889662036, 0.003722770860248236, 0.18877818959632411, 0.006232052258751836]",
15,10,1000,0,"[5.650338880343311, 0.010656434044007184, 0.012184457171457615, 0.004537053473536145, 0.17625251255248647, 0.007747096253484015]",
16,10,1000,0,"[6.572886464706573, 0.011401233991726458, 0.0118420305502289, 0.004254089456461134, 0.16080153671049208, 0.005813473441598727]",
17,10,1000,0,"[7.448847529346538, 0.012027248534713077, 0.01249544561600568, 0.0038134434634416285, 0.22215321306251956, 0.006199395225821079]",
18,10,1000,0,"[5.629472708494481, 0.01213299132283874, 0.00935989683845952, 0.0035630439053920618, 0.25085755481523286, 0.00948699042741519]",
19,10,1000,0,"[5.450701157892354, 0.01337515905157597, 0.008884870925517492, 0.0043495810392241, 0.19051005744590926, 0.008673313112387395]",
20,10,1000,0,"[5.00527463596133, 0.013815582820197545, 0.011251510733000531, 0.005139048826503848, 0.1702720815464459, 0.0061508382975664945]",
21,10,1000,0,"[5.658949247438459, 0.010120911614759222, 0.011796938465425854, 0.0037901073122133906, 0.2240410929484584, 0.007921013068247322]",
22,10,1000,0,"[6.944839527918379, 0.013994948385028459, 0.011093745621003702, 0.003753928017481638, 0.16326782752013438, 0.008918693404527302]",
23,10,1000,0,"[8.052109556298323, 0.011708306487104006, 0.01408739468181008, 0.004813680014893006, 0.18382518544917523, 0.008582976730334943]",
24,10,1000,0,"[6.100502293405713, 0.014451457385812386, 0.009176195056267891, 0.004344885414194628, 0.20587552726439118, 0.0070464188976555615]",
25,10,1000,0,"[6.261916541320521, 0.011673457776706647, 0.014337878470180488, 0.004741746090886472, 0.1553098559394324, 0.008286449943978926]",
26,10,1000,0,"[7.230085306689093, 0.012106656528710184, 0.010210443765418076, 0.00482331486754735, 0.17581939340305022, 0.0057807792765412185]",
27,10,1000,0,"[6.591881031724462, 0.01085908422160035, 0.01437057376583301, 0.005333302381899984, 0.2117165351441858, 0.008084589450051274]",
28,10,1000,0,"[7.1112021628339095, 0.009629707092324831, 0.013934624822160898, 0.005538601186300945, 0.21737136854203984, 0.006120014723310361]",
29,10,1000,0,"[6.620298572269564, 0.009510943930274292, 0.009791187402978097, 0.004361749558330013, 0.2320600314384373, 0.0063063013584335696]",
30,10,1000,0,"[5.059478380483255, 0.013080160059104725, 0.010554871770070803, 0.0036360228136869672, 0.1754425942873103, 0.008773386753468993]",
31,10,1000,0,"[7.124156977738204, 0.009438065268795613, 0.013761170708157458, 0.003945012857696718, 0.21335025652025183, 0.008277066831189681]",
32,10,1000,0,"[6.822156119373513, 0.011122484424617825, 0.011325126072384877, 0.004992769078637608, 0.18041673782426176, 0.00806726546703889]",
33,10,1000,4,"[7.081555488257474, 0.010460173387316116, 0.009035039098339498, 0.005765858499538095, 0.21973171309737113, 0.007527502851947533]","[3.241152274714465e-5, -0.10214971189300404, 0.16387644501491394, 0.046952637767286726, 0.2197317130973712, 0.0017624980829768094]"
34,10,1000,0,"[7.255814283070281, 0.01182366528085477, 0.00946070128486079, 0.004475438476316514, 0.16102505078613946, 0.006904239010428007]",
35,10,1000,0,"[6.106746192904443, 0.009181939243829453, 0.01180693462637665, 0.005138778665408804, 0.2492421793049684, 0.007639569342384718]",
36,10,1000,0,"[6.567310085469063, 0.012364644846500784, 0.012870306627694086, 0.0038428888623311076, 0.24432045952366863, 0.008438372513884218]",
37,10,1000,0,"[5.881992554855935, 0.013230824122947762, 0.01017455607858227, 0.005055707927838542, 0.21391291831704504, 0.0068982326962648685]",
38,10,1000,0,"[6.800394432899887, 0.01247521577001581, 0.01289396712611082, 0.004137969232412981, 0.17923826148687985, 0.00886472961384833]",
39,10,1000,0,"[6.267696321912104, 0.012104697232049641, 0.012286284625206482, 0.004933887439579009, 0.15799258498454846, 0.00916202588107796]",
40,10,1000,0,"[4.965122832405764, 0.013550889057522851, 0.013297255979743829, 0.005132541158968652, 0.2252774874009154, 0.008200917457691975]",
41,10,1000,0,"[6.98115551684737, 0.011059056808838398, 0.01096057087551152, 0.005798862416068814, 0.19188516055721902, 0.008194119071271941]",
42,10,1000,0,"[7.745040241625919, 0.009395605200774924, 0.010738803003526165, 0.004447189812627253, 0.19689837516656222, 0.00675067632041102]",
43,10,1000,0,"[7.620826062229357, 0.012596848362742146, 0.014098026232581422, 0.0045107008536351394, 0.21043345958897258, 0.00840071703418372]",
44,10,1000,0,"[5.570979808248683, 0.013426250261769041, 0.011580231228025217, 0.005394117368447722, 0.20180399573264038, 0.0068528724142691445]",
45,10,1000,0,"[7.5439388679399695, 0.014073132458029436, 0.012325849229302516, 0.005671055767037452, 0.16155487790351708, 0.008293320801668704]",
46,10,1000,0,"[6.98236168375788, 0.011932680609829946, 0.012354353377790693, 0.0058509534730154765, 0.21312446553980793, 0.008415863763514674]",
47,10,1000,0,"[6.5936093885225695, 0.012104051113898963, 0.010658656516298775, 0.004630724347196348, 0.25605694821644487, 0.0070976564581751115]",
48,10,1000,0,"[8.19910471764612, 0.009939184369384478, 0.010874372952903081, 0.005278945531270525, 0.16494351367998683, 0.008415997850056233]",
49,10,1000,4,"[7.118208269774389, 0.013691462013001292, 0.009671907259368786, 0.004145781806387207, 0.23720684290053262, 0.00689409080187802]","[0.0008358401123546829, 0.06550013485009187, -0.08515503601284041, 0.04742240798127044, 0.23720684290053257, -0.001372088442060786]"
50,10,1000,0,"[5.579604914043721, 0.012148170296665966, 0.010351609956861742, 0.003570428144838328, 0.16936286146588614, 0.009189066413435122]",
51,10,1000,0,"[7.522302877418577, 0.012936704782155023, 0.01038250354235866, 0.00427820190641092, 0.156172370321283, 0.007977497828519047]",
52,10,1000,4,"[7.875866007563948, 0.012369187753037419, 0.008960875018138088, 0.0043459610322643585, 0.2416060940088652, 0.009321164886166666]","[0.4540765281651028, 0.026573685742408905, -0.02095531420738926, 0.04748152688313596, 0.2416060940088653, 0.0020337557788921365]"
53,10,1000,0,"[5.627519640469609, 0.014192696920652826, 0.01197240103125936, 0.00542043576358685, 0.22384090862819966, 0.006488113356935676]",
54,10,1000,0,"[5.33292053820531, 0.013456771801994465, 0.014000252676576827, 0.0058264105227894625, 0.2561121351800903, 0.006803982996434159]",
55,10,1000,4,"[7.82434707402412, 0.013646171822020717, 0.009144663945922015, 0.004768674437125702, 0.1764901835812206, 0.0063035818670803025]","[4.914905929125464e-5, -0.09054912510761394, 0.1480126116742431, 0.04720597841420399, 0.1764901835812206, -0.0011212493532285147]"
56,10,1000,4,"[8.22668910912632, 0.01178072038307888, 0.009403810159166071, 0.005345628936891786, 0.16864769956661668, 0.008892508696196325]","[0.6073141215265316, 0.025283515498990012, -0.018371638015372272, 0.04715472391539585, 0.16864769956661663, 0.0029420184333703576]"
57,10,1000,0,"[7.290890724227625, 0.014711402690501994, 0.012389919550446722, 0.005501858977644381, 0.23780676030724354, 0.0065381388224077935]",
58,10,1000,0,"[6.148220939657348, 0.010897779108764202, 0.011314882311948462, 0.003579146358508549, 0.21117876991458068, 0.005748688984749778]",
59,10,1000,0,"[5.390239569163156, 0.014767891873257416, 0.014296635812806343, 0.004374712762444906, 0.20415227641404554, 0.007576234799686455]",
60,10,1000,0,"[6.955403478981191, 0.010766670195396306, 0.010351757585733297, 0.0035886669629090076, 0.17576949407068496, 0.007613923383067447]",
61,10,1000,0,"[6.207250096911151, 0.012457560637943373, 0.014125240369114465, 0.00396093353536495, 0.1816997989646608, 0.007542336118489025]",
62,10,1000,0,"[5.139705738210722, 0.013323921127374964, 0.009932737440784385, 0.003923357155045423, 0.24379447215695416, 0.009487510311200757]",
63,10,1000,4,"[7.807656967274859, 0.014568418539052896, 0.009065829454649704, 0.004645884753144727, 0.2510013002407923, 0.006256629440416609]","[0.14553446026899694, 0.03168298190094968, -0.031162685663225848, 0.04723862247831938, 0.25100130024079226, -0.0013809814919540225]"
64,10,1000,0,"[7.09175649381077, 0.012527750512141047, 0.01148796500011574, 0.0038949327579545926, 0.15890522537391885, 0.006638634429142369]",
65,10,1000,0,"[6.735009842909911, 0.013694674033479345, 0.012541989615126167, 0.004243112923240343, 0.22074825495625966, 0.0088854091093178]",
66,10,1000,0,"[5.06764462225274, 0.01438537062699836, 0.009198071037071364, 0.004791050828072182, 0.15678164729955132, 0.006574747529599949]",
67,10,1000,0,"[6.082480558654848, 0.013883290349921985, 0.011227043475072477, 0.004380396954456852, 0.19526531750632609, 0.006233072192518795]",
68,10,1000,0,"[7.261964461907834, 0.014014812568151909, 0.013957279082816503, 0.004914638032349032, 0.2151902188283326, 0.006905060618310467]",
69,10,1000,0,"[7.320651315159269, 0.014790102206245978, 0.014367294695744461, 0.004009171437723714, 0.2446038508341148, 0.007973273185559543]",
70,10,1000,0,"[5.112011947418128, 0.011810366116229369, 0.009383867625846965, 0.00467378094472021, 0.2190415450698498, 0.007964917622395536]",
71,10,1000,0,"[5.811291028589626, 0.011780664787465254, 0.014384425173421735, 0.005061573403430123, 0.2263612790686893, 0.006193450803077017]",
72,10,1000,0,"[5.562174991659607, 0.014737669291315418, 0.008722695642651065, 0.004737455629799289, 0.21123167702837858, 0.009408715970443602]",
73,10,1000,0,"[6.567654942326609, 0.009613262711286014, 0.01432603871176114, 0.003826808382297846, 0.2534613505293681, 0.006750308758901541]",
74,10,1000,0,"[6.608282533433615, 0.01123726748154433, 0.011997046197459192, 0.00513475061848168, 0.1795660325545237, 0.007336910627821292]",
75,10,1000,4,"[7.768785742706391, 0.010132035847817295, 0.009645594847189506, 0.004183760613397157, 0.2481887911451675, 0.009347169148628622]","[0.004594128199672542, 0.05928761332191866, -0.0748155771107159, 0.004183760613429553, 0.24818879114516745, 0.009347169148605259]"
76,10,1000,0,"[5.610971083742504, 0.010981856199551453, 0.01369632056709386, 0.004966442900351172, 0.23576107764967952, 0.005818386162665411]",
77,10,1000,0,"[7.0751345518035205, 0.01275170831951827, 0.012645537008410455, 0.00585427083675415, 0.22832170726129183, 0.007606442251868119]",
78,10,1000,0,"[6.008351887929902, 0.013310664699186518, 0.009052600762367472, 0.005463610136697537, 0.1553267456859388, 0.009014069332346306]",
79,10,1000,0,"[6.2582601613308375, 0.013219336299811077, 0.014041026288343837, 0.005390179147665885, 0.2208865837306619, 0.006598959235233445]",
80,10,1000,0,"[7.342682288818149, 0.011540757594851738, 0.014216037814652678, 0.0049470523518531425, 0.1588005459927015, 0.006734921662674085]",
81,10,1000,0,"[7.047864846656147, 0.010035478948018138, 0.014394401857537206, 0.0040336552500581, 0.21444502565610368, 0.007737317595906724]",
82,10,1000,0,"[7.9519855068753404, 0.012186357186428128, 0.01402510836324842, 0.004767267673554709, 0.18520716725517086, 0.008142754395510383]",
