sim_num,interval_range,taylor_n,L_num_real_solutions,L_pred_parameters,L_all_real_solutions,A_num_real_solutions,A_pred_parameters,A_all_real_solutions,sampled_parameters,offmul
2,0.05,6,4,"[6.919809595496413, 0.011465808031483227, 0.012662190766556947]","[[11.795725479401773, 0.0157378360187121, 0.023025136503296694], [0.04034752488806038, 0.09154962863849507, -0.041300066877541786], [22.529073711867003, 0.023012844042284483, 0.01278560348320701], [6.919809595496413, 0.011465808031483227, 0.012662190766556947]]",2,"[0.004744666872098785, 0.007639448273566095]","[[0.004744666872098785, 0.007639448273566095], [0.04734472541884154, 0.28583129314988276]]","[6.919809586938605, 0.012662190764051052, 0.01146580801962533, 0.0047446711621656965, 0.2069188393638104, 0.007639399975947895]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
2,0.05,7,1,"[6.919809586735593, 0.01146580801934391, 0.012662190763995924]","[[6.919809586735593, 0.01146580801934391, 0.012662190763995924]]",1,"[0.004744670963047036, 0.007639398611981113]","[[0.004744670963047036, 0.007639398611981113]]","[6.919809586938605, 0.012662190764051052, 0.01146580801962533, 0.0047446711621656965, 0.2069188393638104, 0.007639399975947895]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
2,0.05,8,4,"[6.919809586929036, 0.01146580801961079, 0.01266219076406395]","[[30.960605829061308, 0.026097898631030157, 0.012807353705096782], [6.919809586929036, 0.01146580801961079, 0.01266219076406395], [0.023222918868314287, 0.09759116110726249, -0.04508872946966885], [13.533088269692268, 0.016856319300168635, 0.025495989821512487]]",2,"[0.004744671150952868, 0.0076394001107643545]","[[0.054605836346325765, 0.3345336226407716], [0.004744671150952868, 0.0076394001107643545]]","[6.919809586938605, 0.012662190764051052, 0.01146580801962533, 0.0047446711621656965, 0.2069188393638104, 0.007639399975947895]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
2,0.05,9,1,"[6.919809586910123, 0.011465808019584585, 0.012662190764055526]","[[6.919809586910123, 0.011465808019584585, 0.012662190764055526]]",1,"[0.004744671161754691, 0.0076393999726991095]","[[0.004744671161754691, 0.0076393999726991095]]","[6.919809586938605, 0.012662190764051052, 0.01146580801962533, 0.0047446711621656965, 0.2069188393638104, 0.007639399975947895]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
2,0.05,10,4,"[6.919809586943027, 0.011465808019631646, 0.01266219076405069]","[[15.48495815769263, 0.017952093032178047, 0.027930431116736182], [42.1312714650694, 0.02910114470207673, 0.012834700162601475], [6.919809586943027, 0.011465808019631646, 0.01266219076405069], [0.013150732144289367, 0.10567095457842864, -0.050285546483299616]]",2,"[0.004744671162146432, 0.0076393999761942]","[[0.004744671162146432, 0.0076393999761942], [0.06189703504475333, 0.3691681457509912]]","[6.919809586938605, 0.012662190764051052, 0.01146580801962533, 0.0047446711621656965, 0.2069188393638104, 0.007639399975947895]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
3,0.05,1,1,"[6.789105254127806, 0.011162227426682788, 0.011828144466474665]","[[6.789105254127806, 0.011162227426682788, 0.011828144466474665]]",1,"[0.0033809479045938087, 0.009187494367021064]","[[0.0033809479045938087, 0.009187494367021064]]","[6.781534141952807, 0.011840662822717951, 0.011150371327270767, 0.00457050458706197, 0.20702448721889302, 0.007375083858184639]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
3,0.05,2,4,"[6.781761265327586, 0.011150734624309279, 0.01184034874555269]","[[9.204500202543866, 0.013473901430579275, 0.0183064118922058], [6.781761265327586, 0.011150734624309279, 0.01184034874555269], [0.5220741240041691, 0.07410012027264322, -0.029847479274091093], [12.152383142154221, 0.01765405295968864, 0.011732519492681205]]",2,,"[[0.03414197386061588, 0.13978581203828558], [0.00444642958132508, 0.008320598636355762]]","[6.781534141952807, 0.011840662822717951, 0.011150371327270767, 0.00457050458706197, 0.20702448721889302, 0.007375083858184639]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
3,0.05,3,1,"[6.781539187683497, 0.0111503792751767, 0.011840656723871901]","[[6.781539187683497, 0.0111503792751767, 0.011840656723871901]]",1,"[0.004558742416363569, 0.007346763117781572]","[[0.004558742416363569, 0.007346763117781572]]","[6.781534141952807, 0.011840662822717951, 0.011150371327270767, 0.00457050458706197, 0.20702448721889302, 0.007375083858184639]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
3,0.05,4,4,"[6.781534225907363, 0.0111503714588508, 0.011840662727478224]","[[0.11106613922780559, 0.08472991226763847, -0.03734455933569575], [10.840855865209038, 0.014721393399872636, 0.020837722080156888], [6.781534225907363, 0.0111503714588508, 0.011840662727478224], [17.901563549764074, 0.020805075588250257, 0.011904092415847538]]",2,"[0.004569371280652817, 0.00738449542740294]","[[0.040311004825021195, 0.2221742896636067], [0.004569371280652817, 0.00738449542740294]]","[6.781534141952807, 0.011840662822717951, 0.011150371327270767, 0.00457050458706197, 0.20702448721889302, 0.007375083858184639]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
3,0.05,5,1,"[6.781534143084924, 0.011150371329039491, 0.011840662821480975]","[[6.781534143084924, 0.011150371329039491, 0.011840662821480975]]",1,"[0.004570427350741891, 0.007374902583576565]","[[0.004570427350741891, 0.007374902583576565]]","[6.781534141952807, 0.011840662822717951, 0.011150371327270767, 0.00457050458706197, 0.20702448721889302, 0.007375083858184639]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
3,0.05,6,4,"[6.781534141962725, 0.011150371327286615, 0.011840662822704962]","[[24.944677892531203, 0.023894455861977727, 0.011962624700791211], [6.781534141962725, 0.011150371327286615, 0.011840662822704962], [12.54657674090023, 0.015867245082325628, 0.023308084372761936], [0.03833753957004082, 0.09375540324893733, -0.043571583916204644]]",2,"[0.004570499196002938, 0.007375127514088679]","[[0.04739607390659952, 0.28724879182785984], [0.004570499196002938, 0.007375127514088679]]","[6.781534141952807, 0.011840662822717951, 0.011150371327270767, 0.00457050458706197, 0.20702448721889302, 0.007375083858184639]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
3,0.05,7,1,"[6.78153414195925, 0.011150371327280497, 0.011840662822714686]","[[6.78153414195925, 0.011150371327280497, 0.011840662822714686]]",1,"[0.004570504308729292, 0.007375083288954072]","[[0.004570504308729292, 0.007375083288954072]]","[6.781534141952807, 0.011840662822717951, 0.011150371327270767, 0.00457050458706197, 0.20702448721889302, 0.007375083858184639]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
3,0.05,8,4,"[6.781534141952622, 0.011150371327269407, 0.011840662822726333]","[[6.781534141952622, 0.011150371327269407, 0.011840662822726333], [0.015949825654792898, 0.10320729341352193, -0.050034788863969344], [34.07302253126723, 0.026902040892198883, 0.011999321037238034], [14.455788352344006, 0.016976655100387674, 0.025738434130373283]]",2,"[0.004570504571973942, 0.0073750839761903084]","[[0.054639218300803954, 0.33562231719882657], [0.004570504571973942, 0.0073750839761903084]]","[6.781534141952807, 0.011840662822717951, 0.011150371327270767, 0.00457050458706197, 0.20702448721889302, 0.007375083858184639]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
3,0.05,9,1,"[6.781534141948642, 0.0111503713272644, 0.011840662822721115]","[[6.781534141948642, 0.0111503713272644, 0.011840662822721115]]",1,"[0.00457050458643419, 0.007375083857112947]","[[0.00457050458643419, 0.007375083857112947]]","[6.781534141952807, 0.011840662822717951, 0.011150371327270767, 0.00457050458706197, 0.20702448721889302, 0.007375083858184639]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
3,0.05,10,4,"[6.781534141948672, 0.011150371327264754, 0.01184066282271764]","[[6.781534141948672, 0.011150371327264754, 0.01184066282271764], [46.15360913093932, 0.02985402927941215, 0.012030732595313879], [16.62151068402374, 0.018068752907743926, 0.028146268853375907], [0.007107241503495346, 0.11323379219732252, -0.05686581207716479]]",2,"[0.00457050458703422, 0.007375083858393462]","[[0.06191641411912933, 0.36967249246697126], [0.00457050458703422, 0.007375083858393462]]","[6.781534141952807, 0.011840662822717951, 0.011150371327270767, 0.00457050458706197, 0.20702448721889302, 0.007375083858184639]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
4,0.05,1,1,"[6.306626200487397, 0.011230221276857529, 0.011916181272799038]","[[6.306626200487397, 0.011230221276857529, 0.011916181272799038]]",1,"[0.003801305820929603, 0.008216642624893123]","[[0.003801305820929603, 0.008216642624893123]]","[6.301003069264157, 0.011920784998479253, 0.011222600953280416, 0.0048738063333307454, 0.19722374870891463, 0.0075120422448290815]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
4,0.05,2,4,"[6.301069958013726, 0.011222722246825568, 0.011920693357166497]","[[6.301069958013726, 0.011222722246825568, 0.011920693357166497], [0.19996473853602695, 0.10376428076613312, -0.053220886959104485], [11.090574560712655, 0.01749285592802449, 0.01184689163445912], [8.722367062426457, 0.013879026883675987, 0.017948414531471845]]",2,,"[[0.03410532121134979, 0.1404407311386577], [0.00476207896794084, 0.008535482491488933]]","[6.301003069264157, 0.011920784998479253, 0.011222600953280416, 0.0048738063333307454, 0.19722374870891463, 0.0075120422448290815]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
4,0.05,3,1,"[6.301004040153344, 0.01122260253684123, 0.011920783891878724]","[[6.301004040153344, 0.01122260253684123, 0.011920783891878724]]",1,"[0.004864029383912313, 0.0074564376438814575]","[[0.004864029383912313, 0.0074564376438814575]]","[6.301003069264157, 0.011920784998479253, 0.011222600953280416, 0.0048738063333307454, 0.19722374870891463, 0.0075120422448290815]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
4,0.05,4,4,"[6.301003078776686, 0.011222600969324524, 0.011920784986987015]","[[10.532559177869294, 0.01538784104715429, 0.020380784213365474], [16.408051026064346, 0.020749020248903457, 0.011985168284813833], [0.020846011443683317, 0.1168684057450647, -0.0627840771443492], [6.301003078776686, 0.011222600969324524, 0.011920784986987015]]",2,"[0.004872849653829013, 0.0075231081813821364]","[[0.04035989621132752, 0.22462286575174778], [0.004872849653829013, 0.0075231081813821364]]","[6.301003069264157, 0.011920784998479253, 0.011222600953280416, 0.0048738063333307454, 0.19722374870891463, 0.0075120422448290815]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
4,0.05,5,1,"[6.301003069345552, 0.011222600953415842, 0.011920784998385683]","[[6.301003069345552, 0.011222600953415842, 0.011920784998385683]]",1,"[0.004873748345722506, 0.0075115842780590384]","[[0.004873748345722506, 0.0075115842780590384]]","[6.301003069264157, 0.011920784998479253, 0.011222600953280416, 0.0048738063333307454, 0.19722374870891463, 0.0075120422448290815]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
4,0.05,6,4,"[6.301003069268188, 0.011222600953286825, 0.011920784998479522]","[[12.435779729558814, 0.016764866733481095, 0.022750737948792545], [0.004242461881014851, 0.1257409797931979, -0.06918793548599485], [22.956915999214235, 0.02388851465633197, 0.01203705049564802], [6.301003069268188, 0.011222600953286825, 0.011920784998479522]]",2,"[0.004873802089869713, 0.007512097794162449]","[[0.004873802089869713, 0.007512097794162449], [0.04748283155471101, 0.29212746984844506]]","[6.301003069264157, 0.011920784998479253, 0.011222600953280416, 0.0048738063333307454, 0.19722374870891463, 0.0075120422448290815]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
4,0.05,7,1,"[6.301003069270601, 0.011222600953290963, 0.011920784998475936]","[[6.301003069270601, 0.011222600953290963, 0.011920784998475936]]",1,"[0.0048738061452655995, 0.007512040340135988]","[[0.0048738061452655995, 0.007512040340135988]]","[6.301003069264157, 0.011920784998479253, 0.011222600953280416, 0.0048738063333307454, 0.19722374870891463, 0.0075120422448290815]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
4,0.05,8,4,"[6.301003069260436, 0.011222600953273978, 0.01192078499848778]","[[6.301003069260436, 0.011222600953273978, 0.01192078499848778], [31.468138630560553, 0.02693462578236653, 0.012071483547294638], [14.597749772713275, 0.01809418754418206, 0.025078298647313313], [0.0012124577455162793, 0.13442078571087104, -0.07541050206641328]]",2,"[0.00487380632224672, 0.007512042407531333]","[[0.054751918581857704, 0.34318411505845303], [0.00487380632224672, 0.007512042407531333]]","[6.301003069264157, 0.011920784998479253, 0.011222600953280416, 0.0048738063333307454, 0.19722374870891463, 0.0075120422448290815]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
4,0.05,9,1,"[6.301003069257166, 0.011222600953269409, 0.011920784998482441]","[[6.301003069257166, 0.011222600953269409, 0.011920784998482441]]",1,"[0.004873806332950024, 0.007512042240001832]","[[0.004873806332950024, 0.007512042240001832]]","[6.301003069264157, 0.011920784998479253, 0.011222600953280416, 0.0048738063333307454, 0.19722374870891463, 0.0075120422448290815]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
4,0.05,10,4,"[6.301003069258536, 0.011222600953271813, 0.011920784998478835]","[[6.301003069258536, 0.011222600953271813, 0.011920784998478835], [0.000412524658202705, 0.14362947613046453, -0.08199071334641096], [42.760263032768336, 0.029921064211420892, 0.012101528304832762], [17.09112861271627, 0.019400811636070728, 0.02738197437666531]]",2,"[0.004873806333311694, 0.00751204224514152]","[[0.004873806333311694, 0.00751204224514152], [0.06204980838464987, 0.3799173381470467]]","[6.301003069264157, 0.011920784998479253, 0.011222600953280416, 0.0048738063333307454, 0.19722374870891463, 0.0075120422448290815]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
5,0.05,1,1,"[6.749953802234745, 0.011447238631594385, 0.012365344812614558]","[[6.749953802234745, 0.011447238631594385, 0.012365344812614558]]",1,"[0.0036697775489905036, 0.008934923580035548]","[[0.0036697775489905036, 0.008934923580035548]]","[6.774924815813076, 0.01237652000839757, 0.01149227214027027, 0.004789024869214807, 0.19799497576863317, 0.007849254333737838]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
5,0.05,2,4,"[6.7769553856327, 0.01149536114892468, 0.012377007496601793]","[[10.867774814765628, 0.016548077530022895, 0.012499925048834308], [0.1549606989113996, 0.11644345161128818, -0.0615000709851698], [8.621776927512057, 0.013375076866474036, 0.01790710137097303], [6.7769553856327, 0.01149536114892468, 0.012377007496601793]]",2,,"[[0.004672223253966114, 0.008853299824498614], [0.0341796971734814, 0.14138523884231813]]","[6.774924815813076, 0.01237652000839757, 0.01149227214027027, 0.004789024869214807, 0.19799497576863317, 0.007849254333737838]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
5,0.05,3,1,"[6.774846063641359, 0.011492157186141917, 0.01237650784523314]","[[6.774846063641359, 0.011492157186141917, 0.01237650784523314]]",1,"[0.004778475400345103, 0.007802327074387307]","[[0.004778475400345103, 0.007802327074387307]]","[6.774924815813076, 0.01237652000839757, 0.01149227214027027, 0.004789024869214807, 0.19799497576863317, 0.007849254333737838]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
5,0.05,4,4,"[6.774927136043439, 0.01149227548942826, 0.012376520248634141]","[[0.03893166967726678, 0.10286943538096566, -0.051073173530553594], [6.774927136043439, 0.01149227548942826, 0.012376520248634141], [10.280879939965107, 0.014798972168180775, 0.020498547086357143], [16.146713182127353, 0.020094981359041315, 0.012475558576186926]]",2,"[0.004787997570745105, 0.00785985761642861]","[[0.04040571127721647, 0.22598384852975661], [0.004787997570745105, 0.00785985761642861]]","[6.774924815813076, 0.01237652000839757, 0.01149227214027027, 0.004789024869214807, 0.19799497576863317, 0.007849254333737838]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
5,0.05,5,1,"[6.774924760636361, 0.011492272060841394, 0.012376520004445887]","[[6.774924760636361, 0.011492272060841394, 0.012376520004445887]]",1,"[0.004788959570624021, 0.00784888647616789]","[[0.004788959570624021, 0.00784888647616789]]","[6.774924815813076, 0.01237652000839757, 0.01149227214027027, 0.004789024869214807, 0.19799497576863317, 0.007849254333737838]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
5,0.05,6,4,"[6.774924816907008, 0.011492272141844386, 0.012376520008455539]","[[6.774924816907008, 0.011492272141844386, 0.012376520008455539], [11.971620619559653, 0.016049414137117583, 0.022971400598047646], [22.632429328794085, 0.023299432858788223, 0.012493918709433395], [0.01577840306384815, 0.10437413059130518, -0.0517910479946891]]",2,"[0.004789020182103963, 0.007849306258959885]","[[0.04752010062679404, 0.29384583107622253], [0.004789020182103963, 0.007849306258959885]]","[6.774924815813076, 0.01237652000839757, 0.01149227214027027, 0.004789024869214807, 0.19799497576863317, 0.007849254333737838]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
5,0.05,7,1,"[6.774924815795043, 0.011492272140244925, 0.01237652000839254]","[[6.774924815795043, 0.011492272140244925, 0.01237652000839254]]",1,"[0.004789024647641988, 0.007849252876160236]","[[0.004789024647641988, 0.007849252876160236]]","[6.774924815813076, 0.01237652000839757, 0.01149227214027027, 0.004789024869214807, 0.19799497576863317, 0.007849254333737838]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
5,0.05,8,4,"[6.774924815790838, 0.011492272140237132, 0.0123765200084082]","[[6.774924815790838, 0.011492272140237132, 0.0123765200084082], [13.851466246460388, 0.017245145330050036, 0.025387308258644055], [31.04379402925069, 0.026362822916543193, 0.012520491533572802], [0.0075289230028394985, 0.11016821532089786, -0.05559148841376565]]",2,"[0.00478902485663605, 0.007849254481779661]","[[0.05478542485440431, 0.34520583890074685], [0.00478902485663605, 0.007849254481779661]]","[6.774924815813076, 0.01237652000839757, 0.01149227214027027, 0.004789024869214807, 0.19799497576863317, 0.007849254333737838]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
5,0.05,9,1,"[6.774924815825179, 0.01149227214028708, 0.012376520008402114]","[[6.774924815825179, 0.01149227214028708, 0.012376520008402114]]",1,"[0.0047890248687444004, 0.007849254330204104]","[[0.0047890248687444004, 0.007849254330204104]]","[6.774924815813076, 0.01237652000839757, 0.01149227214027027, 0.004789024869214807, 0.19799497576863317, 0.007849254333737838]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
5,0.05,10,4,"[6.774924815804313, 0.011492272140257458, 0.012376520008397158]","[[15.981335790488052, 0.018416221019175585, 0.0277735797829297], [0.0037410066650662836, 0.11806587059584496, -0.060879305493006575], [42.18290085683204, 0.029351867779254477, 0.012548591275037442], [6.774924815804313, 0.011492272140257458, 0.012376520008397158]]",2,"[0.004789024869192646, 0.007849254334013948]","[[0.06208143957238482, 0.38219371508240213], [0.004789024869192646, 0.007849254334013948]]","[6.774924815813076, 0.01237652000839757, 0.01149227214027027, 0.004789024869214807, 0.19799497576863317, 0.007849254333737838]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
6,0.05,1,1,"[6.774212758190807, 0.011173440913199854, 0.011966951633239903]","[[6.774212758190807, 0.011173440913199854, 0.011966951633239903]]",1,"[0.0036292007567886287, 0.008726346039954704]","[[0.0036292007567886287, 0.008726346039954704]]","[6.7702079259822465, 0.011970594250993354, 0.01116801965895254, 0.00471889922712382, 0.20864525590180844, 0.007660411928119947]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
6,0.05,2,4,"[6.7702584067979705, 0.011168101565052872, 0.011970536011132902]","[[9.14500789248761, 0.013499372533471504, 0.018173800904876126], [6.7702584067979705, 0.011168101565052872, 0.011970536011132902], [0.5454574115579264, 0.07260095092522595, -0.028403375360386163], [11.961512612805194, 0.017462448486079085, 0.011917927047784393]]",2,,"[[0.0046060756753847605, 0.008627228931646889], [0.03397356458612248, 0.13857724554553655]]","[6.7702079259822465, 0.011970594250993354, 0.01116801965895254, 0.00471889922712382, 0.20864525590180844, 0.007660411928119947]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
6,0.05,3,1,"[6.770208531156479, 0.011168020591915594, 0.011970593627409968]","[[6.770208531156479, 0.011168020591915594, 0.011970593627409968]]",1,"[0.004708810652403517, 0.007616946400386884]","[[0.004708810652403517, 0.007616946400386884]]","[6.7702079259822465, 0.011970594250993354, 0.01116801965895254, 0.00471889922712382, 0.20864525590180844, 0.007660411928119947]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
6,0.05,4,4,"[6.770207931284893, 0.011168019667224392, 0.011970594245463392]","[[6.770207931284893, 0.011168019667224392, 0.011970594245463392], [17.682268234835504, 0.020716605485413698, 0.012041221019445514], [0.14500752792733915, 0.08010875161164889, -0.03354464939086045], [10.786064975177506, 0.014769263020302181, 0.02073704580329955]]",2,"[0.004717929618707779, 0.007670311859013547]","[[0.04021017879497838, 0.2201276994882279], [0.004717929618707779, 0.007670311859013547]]","[6.7702079259822465, 0.011970594250993354, 0.01116801965895254, 0.00471889922712382, 0.20864525590180844, 0.007660411928119947]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
6,0.05,5,1,"[6.77020792601679, 0.011168019659006144, 0.011970594250956467]","[[6.77020792601679, 0.011168019659006144, 0.011970594250956467]]",1,"[0.004718838218509748, 0.007660082269877132]","[[0.004718838218509748, 0.007660082269877132]]","[6.7702079259822465, 0.011970594250993354, 0.01116801965895254, 0.00471889922712382, 0.20864525590180844, 0.007660411928119947]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
6,0.05,6,4,"[6.770207925978131, 0.011168019658946529, 0.01197059425099404]","[[6.770207925978131, 0.011168019658946529, 0.01197059425099404], [24.72612912483122, 0.02385156964603194, 0.01209018336228097], [0.059110134621549286, 0.08808671319951512, -0.038901299571026296], [12.49346787853343, 0.01593318462786588, 0.023213339546340507]]",2,"[0.004718894911589386, 0.007660458976423909]","[[0.04732117287764172, 0.28475441883563335], [0.004718894911589386, 0.007660458976423909]]","[6.7702079259822465, 0.011970594250993354, 0.01116801965895254, 0.00471889922712382, 0.20864525590180844, 0.007660411928119947]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
6,0.05,7,1,"[6.770207925980851, 0.011168019658950826, 0.011970594250989949]","[[6.770207925980851, 0.011168019658950826, 0.011970594250989949]]",1,"[0.00471889902495441, 0.0076604106635764484]","[[0.00471889902495441, 0.0076604106635764484]]","[6.7702079259822465, 0.011970594250993354, 0.01116801965895254, 0.00471889922712382, 0.20864525590180844, 0.007660411928119947]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
6,0.05,8,4,"[6.770207925974402, 0.011168019658940483, 0.011970594251001946]","[[6.770207925974402, 0.011168019658940483, 0.011970594251001946], [0.02767708008240832, 0.09708267951510424, -0.04490924613200731], [33.878810398722464, 0.026892871247736636, 0.012124278495302225], [14.403907536002894, 0.01705946359929695, 0.02564288934407528]]",2,"[0.004718899215828147, 0.007660412058287616]","[[0.004718899215828147, 0.007660412058287616], [0.05458062054899188, 0.3330453153266465]]","[6.7702079259822465, 0.011970594250993354, 0.01116801965895254, 0.00471889922712382, 0.20864525590180844, 0.007660411928119947]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
6,0.05,9,1,"[6.770207925983826, 0.011168019658954614, 0.011970594250996704]","[[6.770207925983826, 0.011168019658954614, 0.011970594250996704]]",1,"[0.0047188992267046415, 0.0076604119251509626]","[[0.0047188992267046415, 0.0076604119251509626]]","[6.7702079259822465, 0.011970594250993354, 0.01116801965895254, 0.00471889922712382, 0.20864525590180844, 0.007660411928119947]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
6,0.05,10,4,"[6.770207925978961, 0.011168019658948087, 0.011970594250992886]","[[16.571376065421433, 0.0181679167980791, 0.028047248567755416], [46.0190934478624, 0.029874669613943704, 0.012154591530691889], [0.013477968823022138, 0.10683306264041947, -0.051408820933638334], [6.770207925978961, 0.011168019658948087, 0.011970594250992886]]",2,"[0.0047188992271043895, 0.0076604119283555415]","[[0.061870447747773824, 0.36731086186560385], [0.0047188992271043895, 0.0076604119283555415]]","[6.7702079259822465, 0.011970594250993354, 0.01116801965895254, 0.00471889922712382, 0.20864525590180844, 0.007660411928119947]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
7,0.05,1,1,"[6.719985079754567, 0.011936743928668253, 0.012157482235174377]","[[6.719985079754567, 0.011936743928668253, 0.012157482235174377]]",1,"[0.0032541864697278483, 0.01018379679575975]","[[0.0032541864697278483, 0.01018379679575975]]","[6.793189045398723, 0.012153809873820457, 0.012087657902337168, 0.004533952029661854, 0.19777426751185903, 0.007868047675307247]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
7,0.05,2,4,"[6.805063533360176, 0.012107090084261026, 0.012153648358918951]","[[8.041662353362474, 0.013199818216159405, 0.018269303905659364], [6.805063533360176, 0.012107090084261026, 0.012153648358918951], [10.199088478378567, 0.016476534213355366, 0.012177499145514612], [0.0022564316856416226, 0.7962259300380834, -0.5940312137677357]]",2,,"[[0.03442672036143648, 0.1435086828813811], [0.004398946909896057, 0.008832393543077709]]","[6.793189045398723, 0.012153809873820457, 0.012087657902337168, 0.004533952029661854, 0.19777426751185903, 0.007868047675307247]","[1.0093743772469668, 0.9547234004043689, 0.987631680838991, 0.9667219761841788, 0.9806959840745533, 0.9703350261625525]"
